shared name	Zod_molecularFormula	Zod_adduct	Zod_ZodiacScore	Zod_TreeScore	Zod_numExplainedPeaks	Zod_explainedIntensity	Zod_id	Zod_massErrorPrecursor(ppm)	Zod_medianAbsoluteMassErrorFragmentPeaks(ppm)
31327	C39H74O6	[M + H3N + H]+	1.0	29.132	7	0.995	712_CARA_C18_pos_SIRIUS_31327	-3.908	0.942
6989	C45H90N2O2	[M + K]+	1.0	36.708	15	0.738	2935_CARA_C18_pos_SIRIUS_6989	-4.918	7.218
12709	C12H24O	[M + Na]+	1.0	34.369	7	0.627	3384_CARA_C18_pos_SIRIUS_12709	5.618	2.342
22787	C46H86O5	[M + H3N + H]+	1.0	36.629	11	0.724	1391_CARA_C18_pos_SIRIUS_22787	1.152	6.072
11470	C16H38N6O3	[M + H3N + H]+	1.0	33.875	5	0.816	7235_CARA_C18_pos_SIRIUS_11470	2.196	5.067
4412	C42H87N7O3	[M + H]+	1.0	36.606	17	0.431	4802_CARA_C18_pos_SIRIUS_4412	-8.686	3.496
16484	C33H61NO5	[M + H]+	1.0	36.582	10	0.819	6995_CARA_C18_pos_SIRIUS_16484	8.235	3.99
23648	C30H60O4	[M + H3N + H]+	1.0	36.505	7	0.923	7731_CARA_C18_pos_SIRIUS_23648	-7.535	4.982
22633	C22H45NO2	[M + H]+	1.0	31.209	9	0.8	4050_CARA_C18_pos_SIRIUS_22633	-1.982	4.365
11450	C16H38N6O3	[M + H3N + H]+	1.0	36.425	10	0.934	2386_CARA_C18_pos_SIRIUS_11450	4.037	7.381
8265	C39H76N2O5	[M - H2O + H]+	1.0	36.342	18	0.449	7084_CARA_C18_pos_SIRIUS_8265	-28343.605	4.558
30280	C30H61N5O2	[M + Na]+	1.0	36.339	15	0.92	3986_CARA_C18_pos_SIRIUS_30280	-8.504	3.555
33443	C41H78O5	[M + H3N + H]+	1.0	36.324	8	0.861	693_CARA_C18_pos_SIRIUS_33443	2.616	4.922
1744	C48H92N4O	[M - H2O + H]+	1.0	29.196	12	0.518	4660_CARA_C18_pos_SIRIUS_1744	-24878.777	6.021
33935	C21H30O2	[M + H]+	1.0	34.026	8	0.631	1387_CARA_C18_pos_SIRIUS_33935	-5.573	6.315
6831	C16H35NO	[M + Na]+	1.0	34.19	11	0.586	5006_CARA_C18_pos_SIRIUS_6831	3.263	5.641
32158	C36H77N3O6	[M - H4O2 + H]+	1.0	36.146	19	0.5	5100_CARA_C18_pos_SIRIUS_32158	-58810.597	5.643
1273	C40H77NO4	[M + H]+	1.0	34.513	20	0.815	3693_CARA_C18_pos_SIRIUS_1273	-2.728	5.524
828	C18H39NO2	[M + H]+	1.0	30.929	7	0.823	2044_CARA_C18_pos_SIRIUS_828	-4.816	6.974
427	C37H70O6	[M + H3N + H]+	1.0	30.529	17	0.774	3640_CARA_C18_pos_SIRIUS_427	-9.968	6.329
2025	C38H75NO3	[M + H3N + H]+	1.0	28.669	7	0.758	2237_CARA_C18_pos_SIRIUS_2025	-3.468	5.777
270	C43H82O6	[M + H3N + H]+	1.0	30.297	21	0.703	5434_CARA_C18_pos_SIRIUS_270	-9.073	4.553
2152	C45H91NO5	[M - H2O + H]+	1.0	34.069	26	0.776	6834_CARA_C18_pos_SIRIUS_2152	-25419.273	4.901
1280	C45H91NO5	[M - H2O + H]+	1.0	35.76	16	0.868	5784_CARA_C18_pos_SIRIUS_1280	-25422.022	6.42
6837	C31H61NO3	[M + H]+	1.0	35.497	9	0.96	5663_CARA_C18_pos_SIRIUS_6837	-7.898	5.888
1466	C36H68O3	[M + H3N + H]+	1.0	35.46	13	0.798	1173_CARA_C18_pos_SIRIUS_1466	-6.834	6.256
30843	C6H14N2O2	[M + H]+	1.0	35.397	6	0.942	8125_CARA_C18_pos_SIRIUS_30843	-9.545	9.116
33882	C44H88FNO5	[M - H2O + H]+	1.0	35.342	18	0.981	2648_CARA_C18_pos_SIRIUS_33882	-25262.86	5.625
7224	C41H80O5	[M + H3N + H]+	1.0	28.931	21	0.901	6409_CARA_C18_pos_SIRIUS_7224	-9.396	3.488
14861	C24H48N6O3	[M + H3N + H]+	1.0	35.271	13	0.829	2295_CARA_C18_pos_SIRIUS_14861	-5.787	5.585
31267	C36H70NO2P	[M + H]+	1.0	35.242	18	0.886	1822_CARA_C18_pos_SIRIUS_31267	-0.85	4.551
1059	C33H67NO5	[M - H4O2 + H]+	1.0	28.067	9	0.755	5118_CARA_C18_pos_SIRIUS_1059	-68944.545	2.711
10753	C43H74O2	[M + H3N + H]+	1.0	35.109	9	0.784	4_CARA_C18_pos_SIRIUS_10753	6.389	4.831
401	C36H68O4	[M + H3N + H]+	1.0	30.348	16	0.92	5020_CARA_C18_pos_SIRIUS_401	-5.298	3.634
7908	C31H61NO3	[M + H]+	1.0	30.912	8	0.785	4729_CARA_C18_pos_SIRIUS_7908	-6.488	6.541
20772	C35H67N3O3	[M - H2O + H]+	1.0	34.836	10	0.811	1024_CARA_C18_pos_SIRIUS_20772	-32131.724	6.289
20339	C15H22O6	[M - H2O + H]+	1.0	29.633	8	1.0	5146_CARA_C18_pos_SIRIUS_20339	-64066.97	6.22
1114	C22H42O2	[M - H4O2 + H]+	1.0	29.819	8	0.692	7521_CARA_C18_pos_SIRIUS_1114	-118766.006	5.168
20832	C17H45N7O2	[M - H2O + H]+	1.0	28.962	7	0.52	5761_CARA_C18_pos_SIRIUS_20832	-49706.052	10.224
4293	C27H65B4N5O4	[M + K]+	1.0	34.632	27	0.633	7163_CARA_C18_pos_SIRIUS_4293	1.059	8.798
5289	C43H90N2O5	[M - H4O2 + H]+	1.0	34.571	18	0.552	6073_CARA_C18_pos_SIRIUS_5289	-52992.027	4.444
9549	C19H40N2O3	[M - H2O + H]+	1.0	32.653	12	0.233	3169_CARA_C18_pos_SIRIUS_9549	-55028.899	8.746
972	C35H68O5	[M + H]+	1.0	30.57	10	0.862	1321_CARA_C18_pos_SIRIUS_972	1.138	3.843
628	C17H34O2	[M + H]+	1.0	29.396	8	0.862	4588_CARA_C18_pos_SIRIUS_628	-4.264	6.662
16369	C29H56O5	[M + H3N + H]+	1.0	34.379	8	0.972	833_CARA_C18_pos_SIRIUS_16369	-0.797	4.487
4003	C9H21B3N6	[M + H]+	1.0	34.27	10	0.716	7074_CARA_C18_pos_SIRIUS_4003	-9.242	10.881
822	C30H58O3	[M + H]+	1.0	26.929	3	0.385	5013_CARA_C18_pos_SIRIUS_822	-6.144	5.848
21637	C24H42O3	[M - H2O + H]+	1.0	31.454	5	0.639	790_CARA_C18_pos_SIRIUS_21637	-49849.704	3.739
7611	C26H51NO2	[M + H]+	1.0	30.265	6	0.816	7924_CARA_C18_pos_SIRIUS_7611	-8.178	4.487
88	C25H53NO2	[M + H]+	1.0	28.727	5	0.925	5552_CARA_C18_pos_SIRIUS_88	-4.012	4.475
74	C24H48O2	[M + H3N + H]+	1.0	28.714	5	0.944	2583_CARA_C18_pos_SIRIUS_74	-6.616	1.262
523	C27H54O2	[M + H3N + H]+	1.0	28.718	9	0.946	4455_CARA_C18_pos_SIRIUS_523	-3.983	7.114
690	C18H34O3	[M + H3N + H]+	1.0	31.287	16	0.911	6755_CARA_C18_pos_SIRIUS_690	-1.329	4.326
16597	C29H50O	[M - H2O + H]+	1.0	33.992	9	0.316	7221_CARA_C18_pos_SIRIUS_16597	-45322.63	4.364
31110	C37H67N3O2	[M + H3N + H]+	1.0	33.954	12	0.748	838_CARA_C18_pos_SIRIUS_31110	0.408	4.659
1388	C33H67NO5	[M - H2O + H]+	1.0	26.054	6	0.536	3131_CARA_C18_pos_SIRIUS_1388	-33325.256	3.723
3302	C42H84N2O2	[M + H]+	1.0	28.805	5	0.948	2906_CARA_C18_pos_SIRIUS_3302	-6.244	1.891
17916	C40H82N6O3	[M + Na]+	1.0	33.852	28	0.704	4026_CARA_C18_pos_SIRIUS_17916	3.12	6.082
1093	C22H41NO2	[M + H3N + H]+	1.0	28.483	7	0.533	761_CARA_C18_pos_SIRIUS_1093	-0.961	4.681
8493	C34H71N7O3	[M + Na]+	1.0	33.605	15	0.733	5294_CARA_C18_pos_SIRIUS_8493	4.996	7.285
1275	C19H38O2	[M + H3N + H]+	1.0	28.416	10	0.88	1839_CARA_C18_pos_SIRIUS_1275	-0.335	6.488
7284	C22H42O4	[M - H2O + H]+	1.0	30.408	8	0.831	2362_CARA_C18_pos_SIRIUS_7284	-50982.205	5.737
1681	C30H63N7O4	[M + H]+	1.0	27.062	9	0.643	7845_CARA_C18_pos_SIRIUS_1681	1.142	2.489
5940	C24H55N2O	[M - H2O + H]+	1.0	33.304	17	0.033	6022_CARA_C18_pos_SIRIUS_5940	-48617.404	5.832
4026	C32H62O4	[M + H3N + H]+	1.0	30.773	6	0.562	3647_CARA_C18_pos_SIRIUS_4026	-8.204	7.967
1457	C18H34O4	[M + Na]+	1.0	31.694	8	0.654	706_CARA_C18_pos_SIRIUS_1457	-6.317	3.398
11649	C42H83NO8	[M - H4O2 + H]+	1.0	33.238	16	0.56	937_CARA_C18_pos_SIRIUS_11649	-51860.799	4.389
903	C34H69NO3	[M + H]+	1.0	29.165	9	0.694	7460_CARA_C18_pos_SIRIUS_903	-8.365	4.894
1410	C27H50N4O3	[M + H3N + H]+	1.0	30.994	7	0.957	6483_CARA_C18_pos_SIRIUS_1410	-5.675	3.047
503	C42H83NO3	[M + H]+	1.0	30.268	9	0.844	629_CARA_C18_pos_SIRIUS_503	-6.105	6.231
7051	C25H48O2	[M + H3N + H]+	1.0	30.539	8	0.807	7636_CARA_C18_pos_SIRIUS_7051	-6.919	2.24
2255	C44H86O5	[M + H3N + H]+	1.0	28.858	4	0.798	1465_CARA_C18_pos_SIRIUS_2255	-9.473	5.402
6943	C35H75N5O5	[M - H4O2 + H]+	1.0	32.92	20	0.792	7261_CARA_C18_pos_SIRIUS_6943	-58988.376	5.611
23483	C35H71NO13	[M + H]+	1.0	32.3	9	0.884	3197_CARA_C18_pos_SIRIUS_23483	4.314	6.202
25761	C35H70O3	[M + H]+	1.0	31.919	7	0.74	1004_CARA_C18_pos_SIRIUS_25761	7.279	3.818
3585	C39H76O5	[M + H3N + H]+	1.0	32.707	8	0.74	5272_CARA_C18_pos_SIRIUS_3585	8.09	5.591
13015	C36H75NO6	[M + Na]+	1.0	32.602	9	0.565	800_CARA_C18_pos_SIRIUS_13015	-1.811	3.488
31842	C24H57N7O4	[M - H4O2 + H]+	1.0	29.786	16	0.787	7815_CARA_C18_pos_SIRIUS_31842	-76249.254	4.473
3522	C45H94NO5P	[M - H4O2 + H]+	1.0	32.574	13	0.877	3911_CARA_C18_pos_SIRIUS_3522	-49708.914	6.268
146	C44H89NO3	[M + H]+	1.0	27.266	10	0.422	247_CARA_C18_pos_SIRIUS_146	-7.525	4.23
6505	C36H71N3	[M + Na]+	1.0	32.382	14	0.236	2560_CARA_C18_pos_SIRIUS_6505	9.287	7.136
3220	C46H93NO5	[M - H2O + H]+	1.0	32.362	13	0.769	4329_CARA_C18_pos_SIRIUS_3220	-24930.063	7.113
2808	C6H10O2	[M + H3N + H]+	1.0	29.97	5	0.945	4409_CARA_C18_pos_SIRIUS_2808	-6.852	9.592
23262	C24H48O4	[M + H3N + H]+	1.0	27.258	9	0.995	1670_CARA_C18_pos_SIRIUS_23262	-3.79	3.427
28810	C19H34O8	[M - H4O2 + H]+	1.0	31.947	7	0.835	8051_CARA_C18_pos_SIRIUS_28810	-101400.775	8.817
11580	C38H83N7O5	[M - H4O2 + H]+	1.0	31.922	17	0.516	6300_CARA_C18_pos_SIRIUS_11580	-52776.997	4.444
122	C46H93NO4	[M + H]+	1.0	25.308	11	0.816	5322_CARA_C18_pos_SIRIUS_122	-6.95	6.255
580	C40H80N2O3	[M - H2O + H]+	1.0	23.505	12	0.989	2361_CARA_C18_pos_SIRIUS_580	-29067.257	1.553
30277	C9H25BN2O2S	[M - H4O2 + H]+	1.0	31.798	9	0.86	4912_CARA_C18_pos_SIRIUS_30277	-179953.056	7.154
14013	C19H38O4	[M - H2O + H]+	1.0	26.578	9	0.285	1255_CARA_C18_pos_SIRIUS_14013	-57494.236	16.181
1025	C44H86O2	[M + H3N + H]+	1.0	25.493	7	0.718	3141_CARA_C18_pos_SIRIUS_1025	-7.684	2.808
19421	C36H71NO3	[M + H]+	1.0	31.672	16	0.917	1772_CARA_C18_pos_SIRIUS_19421	-1.538	3.009
293	C34H68O2	[M + H3N + H]+	1.0	26.525	4	0.871	5838_CARA_C18_pos_SIRIUS_293	-6.375	3.131
26601	C40H81NO5	[M + H]+	1.0	31.54	8	0.739	2390_CARA_C18_pos_SIRIUS_26601	-7.236	4.879
9088	C35H66O4	[M + H3N + H]+	1.0	28.948	22	0.885	6723_CARA_C18_pos_SIRIUS_9088	-9.21	3.534
17503	C39H79NO3	[M + H]+	1.0	31.407	13	0.53	3490_CARA_C18_pos_SIRIUS_17503	-8.798	5.935
916	C16H30O	[M + H3N + H]+	1.0	26.208	8	0.583	2256_CARA_C18_pos_SIRIUS_916	-2.307	6.741
28736	C37H75N3O5S	[M - H2O + H]+	1.0	31.381	11	0.511	3732_CARA_C18_pos_SIRIUS_28736	-27427.805	4.298
28590	C36H68O6	[M + H]+	1.0	31.351	6	0.874	2928_CARA_C18_pos_SIRIUS_28590	-6.806	6.588
1279	C29H58O2	[M + H3N + H]+	1.0	26.47	14	0.935	2661_CARA_C18_pos_SIRIUS_1279	-8.996	5.644
1885	C37H66O5	[M + Na]+	1.0	31.331	12	0.512	2842_CARA_C18_pos_SIRIUS_1885	-5.78	5.846
1560	C20H40O4	[M - H2O + H]+	1.0	25.714	11	0.1	3545_CARA_C18_pos_SIRIUS_1560	-55031.647	5.576
3451	C41H80O5	[M + H3N + H]+	1.0	31.329	11	0.861	868_CARA_C18_pos_SIRIUS_3451	-6.861	4.121
2982	C10H18O6	[M - H4O2 + H]+	1.0	29.233	6	0.943	6658_CARA_C18_pos_SIRIUS_2982	-180931.79	7.208
11270	C38H72O5	[M + H3N + H]+	1.0	31.304	7	0.709	2308_CARA_C18_pos_SIRIUS_11270	0.477	7.958
2864	C47H95NO2	[M + H]+	1.0	25.227	8	0.419	7663_CARA_C18_pos_SIRIUS_2864	-6.024	3.635
26576	C12H23NO3	[M - H2O + H]+	1.0	29.245	5	0.651	6981_CARA_C18_pos_SIRIUS_26576	-84890.161	3.898
4598	C22H43NO2	[M + H]+	1.0	25.9	8	0.572	1318_CARA_C18_pos_SIRIUS_4598	-6.649	5.132
2442	C42H85NO5	[M + Na]+	1.0	25.382	12	0.645	6058_CARA_C18_pos_SIRIUS_2442	-1.55	2.858
22233	C34H67N5O3	[M + H3N + H]+	1.0	31.14	13	0.667	5128_CARA_C18_pos_SIRIUS_22233	8.966	6.429
11474	C31H65N5O6	[M - H4O2 + H]+	1.0	31.117	18	0.928	5369_CARA_C18_pos_SIRIUS_11474	-63372.078	5.648
24125	C25H53N	[M + H]+	1.0	25.506	11	0.143	6405_CARA_C18_pos_SIRIUS_24125	-2.381	2.551
2451	C37H70O6	[M + H3N + H]+	1.0	23.429	9	0.977	3520_CARA_C18_pos_SIRIUS_2451	-5.036	1.763
1229	C48H97NO3	[M - H2O + H]+	1.0	23.422	5	0.451	813_CARA_C18_pos_SIRIUS_1229	-25067.326	6.615
2585	C30H63N7O4	[M + H]+	1.0	30.943	8	0.824	5983_CARA_C18_pos_SIRIUS_2585	-6.189	6.477
30383	C42H82N2O5	[M + Na]+	1.0	27.391	18	0.978	352_CARA_C18_pos_SIRIUS_30383	1.401	1.46
29315	C38H79N3O4	[M - H2O + H]+	1.0	30.773	22	0.723	5770_CARA_C18_pos_SIRIUS_29315	-28841.394	4.149
321	C44H86O5	[M + H3N + H]+	1.0	22.757	6	0.765	591_CARA_C18_pos_SIRIUS_321	-4.843	2.73
11406	C18H34O4	[M + H]+	1.0	29.577	4	0.803	4482_CARA_C18_pos_SIRIUS_11406	-5.983	12.726
504	C16H32O2	[M + H]+	1.0	25.543	8	0.978	5175_CARA_C18_pos_SIRIUS_504	-2.358	7.827
21219	C14H26	[M + Na]+	1.0	29.688	5	0.327	1678_CARA_C18_pos_SIRIUS_21219	4.275	2.696
3818	C35H71NO5	[M - H2O + H]+	1.0	30.548	12	0.721	50_CARA_C18_pos_SIRIUS_3818	-31681.065	5.865
10992	C30H60O4	[M + H3N + H]+	1.0	30.539	7	0.945	2277_CARA_C18_pos_SIRIUS_10992	-9.326	2.129
1874	C11H20O	[M + Na]+	1.0	30.471	7	0.858	2432_CARA_C18_pos_SIRIUS_1874	4.52	7.833
23545	C20H49N7O3	[M - H2O + H]+	1.0	25.598	8	0.977	2846_CARA_C18_pos_SIRIUS_23545	-43051.921	6.15
4094	C43H87NO4	[M + Na]+	1.0	30.41	32	0.78	6509_CARA_C18_pos_SIRIUS_4094	-8.275	4.364
23979	C22H44O3	[M + H3N + H]+	1.0	25.683	7	0.824	2992_CARA_C18_pos_SIRIUS_23979	-5.264	8.436
193	C36H68O5	[M + H3N + H]+	1.0	24.93	8	0.912	3329_CARA_C18_pos_SIRIUS_193	-9.358	0.573
20432	C10H12O4	[M + H]+	1.0	29.091	5	1.0	1882_CARA_C18_pos_SIRIUS_20432	-4.746	6.711
1292	C11H16N4O3	[M - H2O + H]+	1.0	27.362	20	0.763	315_CARA_C18_pos_SIRIUS_1292	-76604.455	8.214
13374	C13H26O2	[M - H4O2 + H]+	1.0	28.272	4	0.662	5403_CARA_C18_pos_SIRIUS_13374	-201045.423	5.701
3545	C38H74O3	[M + H]+	1.0	30.227	12	0.546	773_CARA_C18_pos_SIRIUS_3545	-8.753	6.858
1596	C46H90O2	[M + H3N + H]+	1.0	23.076	6	0.697	5976_CARA_C18_pos_SIRIUS_1596	-5.93	2.51
20821	C23H44O3	[M + H]+	1.0	27.355	3	0.511	1176_CARA_C18_pos_SIRIUS_20821	-0.33	3.454
21748	C36H70O5	[M + H3N + H]+	1.0	30.097	12	0.731	6865_CARA_C18_pos_SIRIUS_21748	-6.745	3.353
2890	C36H75N7O2	[M + H]+	1.0	30.05	14	0.85	2313_CARA_C18_pos_SIRIUS_2890	-0.941	5.796
3364	C48H92N4O	[M - H2O + H]+	1.0	26.995	18	0.497	6392_CARA_C18_pos_SIRIUS_3364	-24876.228	5.691
4924	C18H36O2	[M + Na]+	1.0	28.141	10	1.0	2413_CARA_C18_pos_SIRIUS_4924	2.112	3.729
2614	C42H87NO4	[M + Na]+	1.0	29.956	4	0.47	4460_CARA_C18_pos_SIRIUS_2614	-6.975	3.729
30420	C34H75N5O4	[M - H4O2 + H]+	1.0	29.932	20	0.361	2493_CARA_C18_pos_SIRIUS_30420	-61821.515	3.227
32284	C10H18O5	[M - H2O + H]+	1.0	28.794	5	1.0	3041_CARA_C18_pos_SIRIUS_32284	-89562.073	4.741
27270	C42H82O5	[M + H3N + H]+	1.0	29.878	7	0.609	2660_CARA_C18_pos_SIRIUS_27270	9.273	4.107
27190	C41H85NO4	[M + Na]+	1.0	29.868	25	0.838	789_CARA_C18_pos_SIRIUS_27190	-6.75	4.825
2252	C21H41N5O7	[M + H]+	1.0	26.346	6	0.755	2647_CARA_C18_pos_SIRIUS_2252	-7.716	4.392
35197	C37H70O6	[M + H3N + H]+	1.0	29.769	16	0.747	2972_CARA_C18_pos_SIRIUS_35197	-6.309	2.645
27521	C29H56O5	[M + H]+	1.0	28.558	5	0.567	7983_CARA_C18_pos_SIRIUS_27521	-5.05	9.187
17622	C37H66N4O2	[M + H3N + H]+	1.0	29.698	20	0.592	8127_CARA_C18_pos_SIRIUS_17622	9.078	5.371
33127	C36H70O4	[M + H3N + H]+	1.0	29.663	10	0.899	1476_CARA_C18_pos_SIRIUS_33127	-9.813	4.808
24475	C20H45B2NO5	[M - H4O2 + H]+	1.0	29.662	7	0.915	5025_CARA_C18_pos_SIRIUS_24475	-98871.121	6.612
14942	C23H51N7O3	[M + H]+	1.0	29.591	13	0.324	6555_CARA_C18_pos_SIRIUS_14942	-9.728	8.508
4542	C38H77NO3	[M + H]+	1.0	25.055	10	0.486	6393_CARA_C18_pos_SIRIUS_4542	-8.25	2.557
1526	C46H90N4O3	[M + H]+	1.0	29.523	8	0.751	5136_CARA_C18_pos_SIRIUS_1526	9.403	3.941
1257	C42H82N2O5	[M + Na]+	1.0	24.574	15	0.976	775_CARA_C18_pos_SIRIUS_1257	1.262	1.878
35019	C17H26O4	[M - H2O + H]+	1.0	26.151	5	0.253	4740_CARA_C18_pos_SIRIUS_35019	-64978.757	3.088
10761	C40H79NO4	[M + H]+	1.0	24.786	19	0.913	3940_CARA_C18_pos_SIRIUS_10761	-7.652	5.494
20332	C17H30O3	[M - H4O2 + H]+	1.0	29.382	7	0.501	5911_CARA_C18_pos_SIRIUS_20332	-145714.338	3.782
7960	C18H36O3	[M - H2O + H]+	1.0	27.083	6	1.0	3897_CARA_C18_pos_SIRIUS_7960	-63587.542	9.203
1167	C29H60O3	[M - H2O + H]+	1.0	24.341	5	0.72	8031_CARA_C18_pos_SIRIUS_1167	-40991.959	8.401
31480	C28H61N5O5	[M + Na]+	1.0	25.266	11	0.89	6307_CARA_C18_pos_SIRIUS_31480	-6.295	2.653
20508	C43H85NO8	[M - H4O2 + H]+	1.0	23.59	12	0.57	4280_CARA_C18_pos_SIRIUS_20508	-50835.86	1.839
3739	C38H69N3O2	[M - H2O + H]+	1.0	29.265	16	0.754	3966_CARA_C18_pos_SIRIUS_3739	-30911.496	6.109
2447	C50H101NO3	[M - H2O + H]+	1.0	22.66	9	0.646	7298_CARA_C18_pos_SIRIUS_2447	-24125.419	4.639
21749	C34H67NO3	[M + H3N + H]+	1.0	29.17	9	0.585	7526_CARA_C18_pos_SIRIUS_21749	-5.617	4.497
15316	C22H28O6	[M - H4O2 + H]+	1.0	25.431	4	0.78	7220_CARA_C18_pos_SIRIUS_15316	-101995.605	7.402
29321	C38H75N5O3	[M - H4O2 + H]+	1.0	29.058	10	0.719	6690_CARA_C18_pos_SIRIUS_29321	-58619.269	6.419
1488	C18H34O2	[M + H3N + H]+	1.0	28.045	8	0.624	4948_CARA_C18_pos_SIRIUS_1488	-7.013	11.537
442	C44H87NO3	[M + H]+	1.0	22.348	4	0.75	2189_CARA_C18_pos_SIRIUS_442	-3.79	3.444
7072	C24H48O4	[M - H2O + H]+	1.0	22.735	5	0.956	6671_CARA_C18_pos_SIRIUS_7072	-46978.716	13.404
11263	C38H77N3O	[M + H3N + H]+	1.0	28.906	12	0.486	3955_CARA_C18_pos_SIRIUS_11263	7.07	2.989
2613	C18H36O4	[M + H3N + H]+	1.0	24.437	5	0.742	6403_CARA_C18_pos_SIRIUS_2613	-3.545	2.868
24630	C35H66O6	[M + H3N + H]+	1.0	28.836	6	0.974	1449_CARA_C18_pos_SIRIUS_24630	-6.77	3.656
7291	C24H38O4	[M + H]+	1.0	23.595	7	0.993	6684_CARA_C18_pos_SIRIUS_7291	-4.309	4.751
10807	C39H74N2O3	[M + H3N + H]+	1.0	28.728	12	0.783	2464_CARA_C18_pos_SIRIUS_10807	-4.194	6.742
1704	C40H78O3	[M + H3N + H]+	1.0	21.489	11	0.552	1107_CARA_C18_pos_SIRIUS_1704	-5.318	6.149
205	C37H77NO2	[M + Na]+	1.0	21.378	3	0.73	5756_CARA_C18_pos_SIRIUS_205	-3.643	6.008
21060	C22H38O3	[M - H2O + H]+	1.0	25.263	4	0.655	2765_CARA_C18_pos_SIRIUS_21060	-54043.402	13.673
21797	C22H44O4	[M - H2O + H]+	1.0	25.647	4	0.889	4339_CARA_C18_pos_SIRIUS_21797	-50693.733	6.077
182	C20H38O2	[M + H]+	1.0	23.36	4	0.555	7427_CARA_C18_pos_SIRIUS_182	-3.716	9.263
14751	C9H18O	[M + Na]+	1.0	27.128	4	1.0	7868_CARA_C18_pos_SIRIUS_14751	4.325	11.7
4153	C13H20O	[M + H]+	1.0	28.341	4	0.771	1535_CARA_C18_pos_SIRIUS_4153	-6.687	12.987
20532	C38H77NO3	[M + H]+	1.0	24.394	9	0.666	5747_CARA_C18_pos_SIRIUS_20532	-2.216	4.366
35063	C45H91NO5	[M + H]+	1.0	22.225	22	0.863	7283_CARA_C18_pos_SIRIUS_35063	-8.809	4.224
4111	C37H73NO3	[M + H3N + H]+	1.0	24.758	7	0.795	1662_CARA_C18_pos_SIRIUS_4111	-1.457	4.258
32964	C29H60ClNO	[M + H]+	1.0	28.18	5	0.945	7017_CARA_C18_pos_SIRIUS_32964	5.017	3.962
410	C42H82O2	[M + H3N + H]+	1.0	20.642	4	0.446	2195_CARA_C18_pos_SIRIUS_410	-5.352	4.951
2014	C12H25NO2	[M - H2O + H]+	1.0	28.108	7	0.583	557_CARA_C18_pos_SIRIUS_2014	-90883.156	10.39
9195	C8H10O3	[M - H2O + H]+	1.0	25.596	7	1.0	2341_CARA_C18_pos_SIRIUS_9195	-131411.709	5.86
21743	C20H32BNO	[M + H]+	1.0	27.975	5	0.604	7767_CARA_C18_pos_SIRIUS_21743	3.821	5.884
120	C38H74O2	[M + H3N + H]+	1.0	20.502	4	0.854	5392_CARA_C18_pos_SIRIUS_120	-6.213	8.087
529	C37H72O6	[M + Na]+	1.0	21.222	2	0.452	7379_CARA_C18_pos_SIRIUS_529	-6.311	6.502
2247	C44H79NO2	[M + H3N + H]+	1.0	27.935	26	0.935	6501_CARA_C18_pos_SIRIUS_2247	-3.136	2.76
19161	C18H41N7O2	[M + H]+	1.0	27.893	9	0.459	895_CARA_C18_pos_SIRIUS_19161	0.386	4.778
10612	C24H48O6	[M + H3N + H]+	1.0	25.257	9	0.936	1608_CARA_C18_pos_SIRIUS_10612	-0.699	3.111
26594	C25H51NO5	[M + H3N + H]+	1.0	25.893	6	0.632	2506_CARA_C18_pos_SIRIUS_26594	5.073	1.9
514	C14H28O	[M + H3N + H]+	1.0	27.844	9	0.827	3103_CARA_C18_pos_SIRIUS_514	-2.784	7.205
2407	C35H69NO3	[M + H]+	1.0	27.81	24	0.858	3186_CARA_C18_pos_SIRIUS_2407	-8.907	5.233
85	C40H79NO3	[M - H2O + H]+	1.0	20.787	7	0.738	3960_CARA_C18_pos_SIRIUS_85	-29798.641	7.608
14042	C34H72N8O4	[M + H]+	1.0	27.66	22	0.358	1769_CARA_C18_pos_SIRIUS_14042	6.951	3.211
29512	C9H10	[M + H]+	1.0	25.081	5	1.0	3195_CARA_C18_pos_SIRIUS_29512	-5.263	4.799
5643	C40H81NO4	[M + H]+	1.0	22.832	10	0.531	8004_CARA_C18_pos_SIRIUS_5643	-6.613	4.211
25295	C33H67NO5	[M - H2O + H]+	1.0	20.291	17	0.868	8155_CARA_C18_pos_SIRIUS_25295	-33329.079	2.369
29434	C38H73NO11	[M + H]+	1.0	27.53	10	0.849	3662_CARA_C18_pos_SIRIUS_29434	-3.662	2.288
4602	C16H34O3	[M + H]+	1.0	27.514	5	0.858	521_CARA_C18_pos_SIRIUS_4602	-4.619	22.316
3340	C8H18N4O2	[M + H]+	1.0	26.267	11	0.97	6415_CARA_C18_pos_SIRIUS_3340	-6.164	10.335
34434	C17H34O4	[M - H2O + H]+	1.0	27.391	6	0.751	2314_CARA_C18_pos_SIRIUS_34434	-63131.645	10.16
23030	C26H50O2	[M + H3N + H]+	1.0	24.499	5	0.972	7747_CARA_C18_pos_SIRIUS_23030	-3.41	4.416
4181	C41H79NO8	[M - H4O2 + H]+	1.0	19.166	7	0.664	4632_CARA_C18_pos_SIRIUS_4181	-53087.266	1.972
1045	C18H49N7O6	[M - H4O2 + H]+	1.0	25.239	7	0.655	1178_CARA_C18_pos_SIRIUS_1045	-84887.6	6.992
21454	C13H25NO2	[M + H3N + H]+	1.0	23.005	4	0.976	3921_CARA_C18_pos_SIRIUS_21454	-2.669	2.507
