id	Zod_quality	Zod_precursorMass	Zod_SiriusMF	Zod_SiriusScore	Zod_numberOfCandidates	Zod_hasDummy	Zod_connectedCompounds	Zod_biggestTreeSize	Zod_maxExplainedIntensity	Zod_ZodiacMF	Zod_ZodiacMFIon	Zod_ZodiacScore	Zod_treeSize	Zod_explainedIntensity	Zod_ZodiacMF2	Zod_ZodiacMFIon2	Zod_ZodiacScore2	Zod_treeSize2	Zod_explainedIntensity2	Zod_ZodiacMF3	Zod_ZodiacMFIon3	Zod_ZodiacScore3	Zod_treeSize3	Zod_explainedIntensity3	Zod_ZodiacMF4	Zod_ZodiacMFIon4	Zod_ZodiacScore4	Zod_treeSize4	Zod_explainedIntensity4	Zod_ZodiacMF5	Zod_ZodiacMFIon5	Zod_ZodiacScore5	Zod_treeSize5	Zod_explainedIntensity5	Zod_ZodiacMF6	Zod_ZodiacMFIon6	Zod_ZodiacScore6	Zod_treeSize6	Zod_explainedIntensity6	Zod_ZodiacMF7	Zod_ZodiacMFIon7	Zod_ZodiacScore7	Zod_treeSize7	Zod_explainedIntensity7	Zod_ZodiacMF8	Zod_ZodiacMFIon8	Zod_ZodiacScore8	Zod_treeSize8	Zod_explainedIntensity8	Zod_ZodiacMF9	Zod_ZodiacMFIon9	Zod_ZodiacScore9	Zod_treeSize9	Zod_explainedIntensity9	Zod_ZodiacMF10	Zod_ZodiacMFIon10	Zod_ZodiacScore10	Zod_treeSize10	Zod_explainedIntensity10	Zod_ZodiacMF11	Zod_ZodiacMFIon11	Zod_ZodiacScore11	Zod_treeSize11	Zod_explainedIntensity11	Zod_ZodiacMF12	Zod_ZodiacMFIon12	Zod_ZodiacScore12	Zod_treeSize12	Zod_explainedIntensity12	Zod_ZodiacMF13	Zod_ZodiacMFIon13	Zod_ZodiacScore13	Zod_treeSize13	Zod_explainedIntensity13	Zod_ZodiacMF14	Zod_ZodiacMFIon14	Zod_ZodiacScore14	Zod_treeSize14	Zod_explainedIntensity14	Zod_ZodiacMF15	Zod_ZodiacMFIon15	Zod_ZodiacScore15	Zod_treeSize15	Zod_explainedIntensity15	Zod_ZodiacMF16	Zod_ZodiacMFIon16	Zod_ZodiacScore16	Zod_treeSize16	Zod_explainedIntensity16	Zod_ZodiacMF17	Zod_ZodiacMFIon17	Zod_ZodiacScore17	Zod_treeSize17	Zod_explainedIntensity17	Zod_ZodiacMF18	Zod_ZodiacMFIon18	Zod_ZodiacScore18	Zod_treeSize18	Zod_explainedIntensity18	Zod_ZodiacMF19	Zod_ZodiacMFIon19	Zod_ZodiacScore19	Zod_treeSize19	Zod_explainedIntensity19	Zod_ZodiacMF20	Zod_ZodiacMFIon20	Zod_ZodiacScore20	Zod_treeSize20	Zod_explainedIntensity20	Zod_ZodiacMF21	Zod_ZodiacMFIon21	Zod_ZodiacScore21	Zod_treeSize21	Zod_explainedIntensity21	Zod_ZodiacMF22	Zod_ZodiacMFIon22	Zod_ZodiacScore22	Zod_treeSize22	Zod_explainedIntensity22	Zod_ZodiacMF23	Zod_ZodiacMFIon23	Zod_ZodiacScore23	Zod_treeSize23	Zod_explainedIntensity23	Zod_ZodiacMF24	Zod_ZodiacMFIon24	Zod_ZodiacScore24	Zod_treeSize24	Zod_explainedIntensity24	Zod_ZodiacMF25	Zod_ZodiacMFIon25	Zod_ZodiacScore25	Zod_treeSize25	Zod_explainedIntensity25	Zod_ZodiacMF26	Zod_ZodiacMFIon26	Zod_ZodiacScore26	Zod_treeSize26	Zod_explainedIntensity26	Zod_ZodiacMF27	Zod_ZodiacMFIon27	Zod_ZodiacScore27	Zod_treeSize27	Zod_explainedIntensity27	Zod_ZodiacMF28	Zod_ZodiacMFIon28	Zod_ZodiacScore28	Zod_treeSize28	Zod_explainedIntensity28	Zod_ZodiacMF29	Zod_ZodiacMFIon29	Zod_ZodiacScore29	Zod_treeSize29	Zod_explainedIntensity29	Zod_ZodiacMF30	Zod_ZodiacMFIon30	Zod_ZodiacScore30	Zod_treeSize30	Zod_explainedIntensity30	Zod_ZodiacMF31	Zod_ZodiacMFIon31	Zod_ZodiacScore31	Zod_treeSize31	Zod_explainedIntensity31	Zod_ZodiacMF32	Zod_ZodiacMFIon32	Zod_ZodiacScore32	Zod_treeSize32	Zod_explainedIntensity32	Zod_ZodiacMF33	Zod_ZodiacMFIon33	Zod_ZodiacScore33	Zod_treeSize33	Zod_explainedIntensity33	Zod_ZodiacMF34	Zod_ZodiacMFIon34	Zod_ZodiacScore34	Zod_treeSize34	Zod_explainedIntensity34	Zod_ZodiacMF35	Zod_ZodiacMFIon35	Zod_ZodiacScore35	Zod_treeSize35	Zod_explainedIntensity35	Zod_ZodiacMF36	Zod_ZodiacMFIon36	Zod_ZodiacScore36	Zod_treeSize36	Zod_explainedIntensity36	Zod_ZodiacMF37	Zod_ZodiacMFIon37	Zod_ZodiacScore37	Zod_treeSize37	Zod_explainedIntensity37	Zod_ZodiacMF38	Zod_ZodiacMFIon38	Zod_ZodiacScore38	Zod_treeSize38	Zod_explainedIntensity38	Zod_ZodiacMF39	Zod_ZodiacMFIon39	Zod_ZodiacScore39	Zod_treeSize39	Zod_explainedIntensity39	Zod_ZodiacMF40	Zod_ZodiacMFIon40	Zod_ZodiacScore40	Zod_treeSize40	Zod_explainedIntensity40	Zod_ZodiacMF41	Zod_ZodiacMFIon41	Zod_ZodiacScore41	Zod_treeSize41	Zod_explainedIntensity41	Zod_ZodiacMF42	Zod_ZodiacMFIon42	Zod_ZodiacScore42	Zod_treeSize42	Zod_explainedIntensity42	Zod_ZodiacMF43	Zod_ZodiacMFIon43	Zod_ZodiacScore43	Zod_treeSize43	Zod_explainedIntensity43	Zod_ZodiacMF44	Zod_ZodiacMFIon44	Zod_ZodiacScore44	Zod_treeSize44	Zod_explainedIntensity44	Zod_ZodiacMF45	Zod_ZodiacMFIon45	Zod_ZodiacScore45	Zod_treeSize45	Zod_explainedIntensity45	Zod_ZodiacMF46	Zod_ZodiacMFIon46	Zod_ZodiacScore46	Zod_treeSize46	Zod_explainedIntensity46	Zod_ZodiacMF47	Zod_ZodiacMFIon47	Zod_ZodiacScore47	Zod_treeSize47	Zod_explainedIntensity47	Zod_ZodiacMF48	Zod_ZodiacMFIon48	Zod_ZodiacScore48	Zod_treeSize48	Zod_explainedIntensity48	Zod_ZodiacMF49	Zod_ZodiacMFIon49	Zod_ZodiacScore49	Zod_treeSize49	Zod_explainedIntensity49	Zod_ZodiacMF50	Zod_ZodiacMFIon50	Zod_ZodiacScore50	Zod_treeSize50	Zod_explainedIntensity50	Zod_ZodiacMF51	Zod_ZodiacMFIon51	Zod_ZodiacScore51	Zod_treeSize51	Zod_explainedIntensity51	Zod_ZodiacMF52	Zod_ZodiacMFIon52	Zod_ZodiacScore52	Zod_treeSize52	Zod_explainedIntensity52	Zod_ZodiacMF53	Zod_ZodiacMFIon53	Zod_ZodiacScore53	Zod_treeSize53	Zod_explainedIntensity53	Zod_ZodiacMF54	Zod_ZodiacMFIon54	Zod_ZodiacScore54	Zod_treeSize54	Zod_explainedIntensity54	Zod_ZodiacMF55	Zod_ZodiacMFIon55	Zod_ZodiacScore55	Zod_treeSize55	Zod_explainedIntensity55	Zod_ZodiacMF56	Zod_ZodiacMFIon56	Zod_ZodiacScore56	Zod_treeSize56	Zod_explainedIntensity56
1742	UNKNOWN	434.181	C17H29N3O10	0.443	29	True	11	16	0.974	C17H29N3O10	[M - H]-	0.577	16.0	0.974	C16H30N5O7P	[M - H]-	0.18	15.0	0.96	C18H25N7O6	[M - H]-	0.152	15.0	0.966	C22H29NO8	[M - H]-	0.078	14.0	0.953	C15H29N7O6S	[M - H]-	0.01	15.0	0.966	C20H28F3NO6	[M - H]-	0.001	15.0	0.966	C20H29BN2O6S	[M - H]-	0.001	14.0	0.953	C19H34NO6PS	[M - H]-	0.001	14.0	0.953	C21H30N3O5P	[M - H]-	0.0	14.0	0.911	C19H21N11O2	[M - H]-	0.0	14.0	0.963	C22H29N3O4	[M + Cl]-	0.0	12.0	0.878	C17H35F2NO5S2	[M - H]-	0.0	14.0	0.953	not_explainable	[M + ?]-	0.0	-1.0	-1.0	C22H29B2N3	[M + Br]-	0.0	2.0	0.421	C19H35N2O4	[M + Br]-	0.0	2.0	0.421	C18H33N3O5S2	[M - H]-	0.0	15.0	0.96	C22H30BClO6	[M - H]-	0.0	14.0	0.953	C23H25N5O4	[M - H]-	0.0	12.0	0.878	C19H34FN3O2	[M + Br]-	0.0	2.0	0.421	C17H33N5O3	[M + Br]-	0.0	2.0	0.421	C20H26FN5O5	[M - H]-	0.0	13.0	0.897	C15H29BN6O4S	[M + Cl]-	0.0	14.0	0.953	C18H34BO7PS	[M - H]-	0.0	14.0	0.953	C17H29N5O6	[M + Cl]-	0.0	14.0	0.953	C16H33NO10	[M + Cl]-	0.0	14.0	0.953	C22H33N3O	[M + Br]-	0.0	2.0	0.421	C23H27F2NO5	[M - H]-	0.0	14.0	0.953	C23H25BN2O6	[M - H]-	0.0	15.0	0.96	C22H29BO6	[M + Cl]-	0.0	14.0	0.953																																																																																																																																							
1171	PoorlyExplained	434.858	C12H9Br2F3O2	0.252	23	False	10	5	0.978	C12H9BrClF3O2	[M + Br]-	0.526	4.0	0.968	C12H9Br2F3O2	[M + Cl]-	0.359	4.0	0.968	C10H5BrF4N2O3	[M + Br]-	0.093	4.0	0.968	C13H5Br2F3N2O2	[M - H]-	0.012	4.0	0.968	C6H4F8O4S2	[M + Br]-	0.01	5.0	0.978	C9H6Cl2F4O5S3	[M - H]-	0.001	5.0	0.978	C11H5Cl5N4O2	[M + Cl]-	0.0	3.0	0.556	C7H9BrN4O6S	[M + Br]-	0.0	5.0	0.978	C13H9O4PS3	[M + Br]-	0.0	5.0	0.978	C5H4Cl2F2N4O8	[M + Br]-	0.0	4.0	0.968	C14H11Br2O2P	[M + Cl]-	0.0	4.0	0.968	C11H6Cl6N4O2	[M - H]-	0.0	3.0	0.556	C11H15Br2FO2	[M + Br]-	0.0	3.0	0.946	C9H10BrIN2O3	[M + Cl]-	0.0	3.0	0.946	C10H6BrClN6O2	[M + Br]-	0.0	4.0	0.968	C7H10Br2N4O6S	[M - H]-	0.0	5.0	0.978	C13H3Cl2F5O2	[M + Br]-	0.0	4.0	0.968	C11H5Cl2F3N2O2S	[M + Br]-	0.0	4.0	0.968	C9H14BrN2O2PS2	[M + Br]-	0.0	4.0	0.968	C13H8Br2ClFN2O2	[M - H]-	0.0	4.0	0.968	C13H7BrClFN2O2	[M + Br]-	0.0	4.0	0.968	C13H6BrCl2F3O2	[M + Cl]-	0.0	4.0	0.968	C13H6Cl3F3O2	[M + Br]-	0.0	4.0	0.968																																																																																																																																																																					
1094	PoorlyExplained	434.858	C10H5BrF4N2O3	0.314	22	False	10	4	0.979	C12H9BrClF3O2	[M + Br]-	0.528	4.0	0.979	C12H9Br2F3O2	[M + Cl]-	0.365	4.0	0.979	C10H5BrF4N2O3	[M + Br]-	0.096	4.0	0.979	C6H4F8O4S2	[M + Br]-	0.007	4.0	0.979	C15H7Cl3O4	[M + Br]-	0.002	4.0	0.979	C15H6Br2N2O4	[M - H]-	0.001	3.0	0.954	C12H12BrCl2FO2	[M + Br]-	0.001	4.0	0.979	C9H10Br2N2O6	[M + Cl]-	0.0	3.0	0.954	C13H9O4PS3	[M + Br]-	0.0	4.0	0.979	C13H6Cl3F3O2	[M + Br]-	0.0	4.0	0.979	C10H5IN4O3	[M + Br]-	0.0	3.0	0.954	C5H4Cl2F2N4O8	[M + Br]-	0.0	4.0	0.979	C14H11Br2O2P	[M + Cl]-	0.0	4.0	0.979	C7H10Br2N4O6S	[M - H]-	0.0	4.0	0.979	C7H9BrN4O6S	[M + Br]-	0.0	4.0	0.979	C13H6BrCl2F3O2	[M + Cl]-	0.0	4.0	0.979	C12H12Br2ClFO2	[M + Cl]-	0.0	4.0	0.979	C11H5Cl2F3N2O2S	[M + Br]-	0.0	4.0	0.979	C13H5Br2F3N2O2	[M - H]-	0.0	4.0	0.979	C9H6Cl2F4O5S3	[M - H]-	0.0	4.0	0.979	C9H10I2O4	[M - H]-	0.0	3.0	0.954	C10H6BrClN6O2	[M + Br]-	0.0	4.0	0.979																																																																																																																																																																										
1420	UNKNOWN	434.859	C12H9Br2F3O2	0.376	21	False	9	8	0.914	C12H9BrClF3O2	[M + Br]-	0.399	8.0	0.914	C12H9Br2F3O2	[M + Cl]-	0.218	8.0	0.914	C15H8BrCl3O4	[M - H]-	0.092	8.0	0.914	C15H6Br2N2O4	[M - H]-	0.075	5.0	0.768	C13H8O5S6	[M - H]-	0.073	7.0	0.878	C9H10Br2N2O6	[M + Cl]-	0.058	7.0	0.885	C15H7Cl3O4	[M + Br]-	0.033	7.0	0.88	C7H9IN4O3S	[M + Br]-	0.026	7.0	0.88	C15H7BrCl2O4	[M + Cl]-	0.015	8.0	0.914	C11H7Cl3N2O4S2	[M + Cl]-	0.01	8.0	0.914	C9H10BrIN2O3	[M + Cl]-	0.001	7.0	0.885	C9H6Cl2F4O5S3	[M - H]-	0.001	8.0	0.914	C10H6BrClN6O2	[M + Br]-	0.001	8.0	0.914	C7H10Br2N4O6S	[M - H]-	0.0	8.0	0.914	C8H11BrIN2O4P	[M - H]-	0.0	7.0	0.885	C9H10ClIN2O3	[M + Br]-	0.0	6.0	0.851	C9H14BrN2O2PS2	[M + Br]-	0.0	8.0	0.914	C10H5BrF4N2O3	[M + Br]-	0.0	7.0	0.635	C6H9ClN2O8S4	[M + Cl]-	0.0	7.0	0.88	C13H5Br2F3N2O2	[M - H]-	0.0	7.0	0.635	C7H9BrN4O6S	[M + Br]-	0.0	8.0	0.914																																																																																																																																																																															
737	UNKNOWN	434.859	C8H8N2O8S3	0.401	22	False	8	10	0.852	C12H9BrClF3O2	[M + Br]-	0.318	8.0	0.826	C8H8N2O8S3	[M + Br]-	0.188	10.0	0.852	C12H11Cl3O4S	[M + Br]-	0.122	9.0	0.838	C11H5ClN4O4S2	[M + Br]-	0.092	10.0	0.852	C15H6Br2N2O4	[M - H]-	0.087	7.0	0.746	C10H5BrF4N2O3	[M + Br]-	0.049	7.0	0.746	C11H5BrN4O4S2	[M + Cl]-	0.042	10.0	0.852	C13H8O5S6	[M - H]-	0.033	6.0	0.729	C7H9IN4O3S	[M + Br]-	0.026	8.0	0.758	C13H5Br2F3N2O2	[M - H]-	0.015	7.0	0.746	C6H4F8O4S2	[M + Br]-	0.006	7.0	0.747	C9H6Cl2F4O5S3	[M - H]-	0.006	8.0	0.826	C7H9BrN4O6S	[M + Br]-	0.005	8.0	0.758	C7H10Br2N4O6S	[M - H]-	0.005	8.0	0.758	C12H9Br2F3O2	[M + Cl]-	0.004	6.0	0.735	C9H10BrIN2O3	[M + Cl]-	0.002	6.0	0.728	C9H10ClIN2O3	[M + Br]-	0.002	6.0	0.728	C6H9ClN2O8S4	[M + Cl]-	0.001	10.0	0.852	C12H6BrFN2O5	[M + Br]-	0.001	7.0	0.746	C15H7Cl3O4	[M + Br]-	0.0	7.0	0.808	C7H6F5IN2O	[M + Br]-	0.0	7.0	0.746	C11H7Cl3N2O4S2	[M + Cl]-	0.0	10.0	0.852																																																																																																																																																																										
11022	UNKNOWN	435.138	C16H20N8O7	0.478	24	True	16	14	0.979	C14H28N2O11	[M + Cl]-	0.558	12.0	0.846	C15H24N4O11	[M - H]-	0.377	13.0	0.918	C16H20N8O7	[M - H]-	0.034	13.0	0.918	C19H24N4O6S	[M - H]-	0.017	14.0	0.979	C16H28N4O6S2	[M - H]-	0.008	14.0	0.939	C13H24N8O7S	[M - H]-	0.005	13.0	0.918	C18H23F3N2O7	[M - H]-	0.001	12.0	0.892	C21H20BN3O7	[M - H]-	0.001	12.0	0.892	C15H25ClN6O7	[M - H]-	0.001	13.0	0.918	C18H26F2N2O6S	[M - H]-	0.001	13.0	0.918	C18H28N2O6S	[M + Cl]-	0.0	13.0	0.918	not_explainable	[M + ?]-	0.0	-1.0	-1.0	C23H21BFNO6	[M - H]-	0.0	13.0	0.918	C17H29N2O7PS	[M - H]-	0.0	13.0	0.918	C21H22F2N2O6	[M - H]-	0.0	12.0	0.892	C27H20N2O4	[M - H]-	0.0	12.0	0.913	C19H29O7P	[M + Cl]-	0.0	13.0	0.907	C15H32N2O6S2	[M + Cl]-	0.0	13.0	0.867	C15H24N6O7	[M + Cl]-	0.0	13.0	0.918	C20H24BNO7	[M + Cl]-	0.0	12.0	0.892	C15H28N6O4	[M + Br]-	0.0	4.0	0.559	C18H29ClN2O6S	[M - H]-	0.0	13.0	0.918	C20H28N4O2	[M + Br]-	0.0	3.0	0.393	C21H20N6O5	[M - H]-	0.0	13.0	0.918																																																																																																																																																																
9620	UNKNOWN	435.342	C22H48N2O6	0.98	19	False	11	7	0.927	C22H48N2O6	[M - H]-	1.0	7.0	0.927	C28H49ClO	[M - H]-	0.0	1.0	0.0	C22H49N4P	[M + Cl]-	0.0	2.0	0.062	C24H50FO3P	[M - H]-	0.0	4.0	0.557	C26H48N2OS	[M - H]-	0.0	1.0	0.0	C26H45FN2O2	[M - H]-	0.0	1.0	0.0	C28H48O	[M + Cl]-	0.0	1.0	0.0	C31H45F	[M - H]-	0.0	1.0	0.0	C25H52OS	[M + Cl]-	0.0	1.0	0.0	C28H44B2	[M + Cl]-	0.0	1.0	0.0	C25H42B3O4	[M - H]-	0.0	3.0	0.495	C27H49O2P	[M - H]-	0.0	1.0	0.0	C24H53O2PS	[M - H]-	0.0	1.0	0.0	C19H40N12	[M - H]-	0.0	1.0	0.0	C29H44N2O	[M - H]-	0.0	1.0	0.0	C25H47F3O2	[M - H]-	0.0	2.0	0.062	C23H44N6O2	[M - H]-	0.0	5.0	0.578	C23H44BN3O4	[M - H]-	0.0	7.0	0.927	C28H46F2O	[M - H]-	0.0	1.0	0.0																																																																																																																																																																																									
1128	UNKNOWN	435.854	C9H6Cl3N3O6	0.913	23	False	10	6	0.994	C9H6Cl3N3O6	[M + Br]-	0.967	6.0	0.994	C12H7Cl4NO4S	[M + Cl]-	0.033	5.0	0.913	C9H2Cl3N3O9	[M + Cl]-	0.0	5.0	0.913	C13H8ClNO3S3	[M + Br]-	0.0	5.0	0.895	C9H9Cl6N3O2	[M + Cl]-	0.0	4.0	0.837	C12H5Cl2N3O4S	[M + Br]-	0.0	5.0	0.913	C15H4Cl5NO4	[M - H]-	0.0	3.0	0.317	C11H11BrCl3NO4S	[M - H]-	0.0	6.0	0.994	C9H4BrN5O6	[M + Br]-	0.0	4.0	0.399	C10H9ClINO2S2	[M + Cl]-	0.0	6.0	0.994	C12H5BrClN3O4S	[M + Cl]-	0.0	5.0	0.913	C8H5BrF5NO3S2	[M + Cl]-	0.0	5.0	0.895	C9H12NO4PS4	[M + Br]-	0.0	6.0	0.994	C11H4Cl2F3NO4S3	[M - H]-	0.0	5.0	0.753	C9H7Cl4N5O2	[M + Br]-	0.0	5.0	0.753	C13H14Br3NO	[M - H]-	0.0	1.0	0.0	C8H5ClF5NO3S2	[M + Br]-	0.0	5.0	0.895	C10H4Cl2F3N3O2S	[M + Br]-	0.0	6.0	0.994	C5H3F8NO4S2	[M + Br]-	0.0	5.0	0.895	C11H7N3O3S4	[M + Br]-	0.0	5.0	0.895	C11H10Cl3NO4S	[M + Br]-	0.0	5.0	0.895	C10H5BrCl2F3N3O2S	[M - H]-	0.0	6.0	0.994	C11H10BrCl2NO4S	[M + Cl]-	0.0	5.0	0.895																																																																																																																																																																					
1143	UNKNOWN	435.855	C9H6Cl3N3O6	0.96	23	False	10	11	0.969	C9H6Cl3N3O6	[M + Br]-	0.94	10.0	0.963	C12H7Cl4NO4S	[M + Cl]-	0.04	10.0	0.939	C12H5Cl2N3O4S	[M + Br]-	0.018	11.0	0.969	C9H7Cl4N5O2	[M + Br]-	0.001	10.0	0.939	C10H4Cl2F3N3O2S	[M + Br]-	0.001	11.0	0.969	C9H2Cl3N3O9	[M + Cl]-	0.0	8.0	0.84	C10H4BrClF3N3O2S	[M + Cl]-	0.0	11.0	0.969	C12H5BrClN3O4S	[M + Cl]-	0.0	11.0	0.969	C8H9BrIN3O3	[M + Cl]-	0.0	10.0	0.738	C11H7N3O3S4	[M + Br]-	0.0	9.0	0.855	C9H12NO4PS4	[M + Br]-	0.0	8.0	0.945	C9H9Cl6N3O2	[M + Cl]-	0.0	7.0	0.789	C11H11BrCl3NO4S	[M - H]-	0.0	10.0	0.965	C10H5BrCl2F3N3O2S	[M - H]-	0.0	11.0	0.969	C13H8ClNO3S3	[M + Br]-	0.0	9.0	0.855	C12H4Br2F3N3O2	[M - H]-	0.0	9.0	0.445	C11H10Cl3NO4S	[M + Br]-	0.0	9.0	0.881	C9H4BrN5O6	[M + Br]-	0.0	8.0	0.415	C15H4Cl5NO4	[M - H]-	0.0	5.0	0.324	C9H6ClFIN3O2S	[M + Cl]-	0.0	10.0	0.965	C11H8Br2F3NO2	[M + Cl]-	0.0	10.0	0.886	C8H5ClF5NO3S2	[M + Br]-	0.0	9.0	0.88	C11H4Cl2F3NO4S3	[M - H]-	0.0	10.0	0.939																																																																																																																																																																					
856	UNKNOWN	435.856	C9H12NO4PS4	0.534	23	False	11	11	0.977	C12H5Cl2N3O4S	[M + Br]-	0.447	11.0	0.977	C9H12NO4PS4	[M + Br]-	0.327	9.0	0.937	C9H7Cl4N5O2	[M + Br]-	0.091	8.0	0.914	C12H7Cl4NO4S	[M + Cl]-	0.083	10.0	0.954	C9H6ClFIN3O2S	[M + Cl]-	0.021	11.0	0.973	C11H11BrCl3NO4S	[M - H]-	0.015	10.0	0.949	C11H10Cl3NO4S	[M + Br]-	0.006	11.0	0.955	C11H10BrCl2NO4S	[M + Cl]-	0.004	11.0	0.955	C11H4Cl2F3NO4S3	[M - H]-	0.003	10.0	0.966	C9H9Cl2N3O4S2	[M + Br]-	0.002	9.0	0.945	C11H7N3O3S4	[M + Br]-	0.001	10.0	0.893	C12H5BrClN3O4S	[M + Cl]-	0.001	10.0	0.943	C9H7BrF3N3O2S	[M + Br]-	0.001	10.0	0.889	C10H4BrClF3N3O2S	[M + Cl]-	0.0	10.0	0.949	C10H4Cl2F3N3O2S	[M + Br]-	0.0	10.0	0.949	C12H5Cl3F3NO2	[M + Br]-	0.0	8.0	0.859	C10H5BrCl2F3N3O2S	[M - H]-	0.0	10.0	0.949	C13H8ClNO3S3	[M + Br]-	0.0	9.0	0.87	C12H4Br2F3N3O2	[M - H]-	0.0	7.0	0.41	C9H9Cl6N3O2	[M + Cl]-	0.0	8.0	0.872	C8H9BrIN3O3	[M + Cl]-	0.0	9.0	0.732	C9H3Cl2F6NO3	[M + Br]-	0.0	10.0	0.889	C13H10Br2ClNO4	[M - H]-	0.0	6.0	0.512																																																																																																																																																																					
3140	PoorlyExplained	436.355	C24H51NO3	0.573	4	False	0	3	0.126	C24H51NO3	[M + Cl]-	0.564	3.0	0.126	C25H47N3O3	[M - H]-	0.406	1.0	0.0	C30H47NO	[M - H]-	0.027	1.0	0.0	C24H47BN2O4	[M - H]-	0.003	1.0	0.0																																																																																																																																																																																																																																																																				
3993	PoorlyExplained	437.293	C25H42O6	0.941	21	False	0	2	0.136	C25H42O6	[M - H]-	0.945	1.0	0.0	C25H42N2O2	[M + Cl]-	0.009	1.0	0.0	C20H42N4O4	[M + Cl]-	0.008	1.0	0.0	C26H38N4O2	[M - H]-	0.007	1.0	0.0	C21H38N8	[M + Cl]-	0.005	1.0	0.0	C31H38N2	[M - H]-	0.005	1.0	0.0	C22H34N10	[M - H]-	0.004	1.0	0.0	C23H42N4O2S	[M - H]-	0.003	2.0	0.136	C23H47O3P	[M + Cl]-	0.002	2.0	0.136	C24H43N2O3P	[M - H]-	0.002	1.0	0.0	C24H46BN	[M + Br]-	0.002	1.0	0.0	C25H38BN3O3	[M - H]-	0.002	2.0	0.136	C23H39FN4O3	[M - H]-	0.002	1.0	0.0	C26H46OS2	[M - H]-	0.002	1.0	0.0	C22H48O4P2	[M - H]-	0.001	2.0	0.136	C25H43ClN2O2	[M - H]-	0.001	1.0	0.0	C23H41F3N2	[M + Cl]-	0.001	1.0	0.0	C22H46O6S	[M - H]-	0.001	1.0	0.0	C24H47ClO2	[M + Cl]-	0.001	2.0	0.136	C23H37BF3N3O	[M - H]-	0.001	2.0	0.136	C25H38B2O5	[M - H]-	0.0	1.0	0.0																																																																																																																																																																															
6388	PoorlyExplained	437.435	C29H58O2	0.994	2	False	0	2	1.0	C29H58O2	[M - H]-	0.992	2.0	1.0	C25H54N6	[M - H]-	0.008	1.0	0.0																																																																																																																																																																																																																																																																														
690	UNKNOWN	437.964	C12H13N3O8S	0.271	28	True	1	6	1.0	not_explainable	[M + ?]-	0.38	-1.0	-1.0	C12H13N3O8S	[M + Br]-	0.15	4.0	0.853	C13H13NO11	[M + Br]-	0.083	2.0	0.364	C10H7F6N5O3	[M + Br]-	0.053	4.0	0.853	C14H17Cl4NO4	[M + Cl]-	0.053	4.0	0.853	C12H8F3N5O5	[M + Br]-	0.041	4.0	0.853	C13H20Cl3NO4	[M + Br]-	0.028	4.0	0.853	C13H9N7O4S	[M + Br]-	0.024	4.0	0.853	C20H9NO6	[M + Br]-	0.021	3.0	0.692	C17H13NO6S	[M + Br]-	0.019	3.0	0.692	C15H10ClN5O4	[M + Br]-	0.019	4.0	0.853	C16H9N3O6S2	[M + Cl]-	0.018	5.0	0.839	C12H10F5NO6	[M + Br]-	0.016	4.0	0.853	C13H17N3O3S3	[M + Br]-	0.015	4.0	0.853	C9H17N3O8S2	[M + Br]-	0.012	4.0	0.853	C9H14BrN9O2	[M + Br]-	0.011	4.0	0.853	C13H18BrN3O4	[M + Br]-	0.01	3.0	0.692	C14H14INO5	[M + Cl]-	0.007	4.0	0.853	C10H17NO8P4	[M + Cl]-	0.007	4.0	0.853	C14H10N5O5P	[M + Br]-	0.007	4.0	0.853	C15H12F3NO4S	[M + Br]-	0.006	4.0	0.853	C10H13N7O4S2	[M + Br]-	0.005	4.0	0.853	C15H15Cl2NO6S2	[M - H]-	0.004	6.0	1.0	C16H10ClN3O6S2	[M - H]-	0.004	5.0	0.839	C15H14Cl5N5	[M - H]-	0.004	4.0	0.853	C14H11Cl2N3O7	[M + Cl]-	0.004	4.0	0.853	C20H10BrNO6	[M - H]-	0.001	5.0	0.839	C20H13Cl4NO2	[M - H]-	0.001	4.0	0.511																																																																																																																																												
4670	PoorlyExplained	439.272	C24H40O7	0.988	22	False	0	3	0.343	C24H40O7	[M - H]-	0.988	1.0	0.0	C25H36N4O3	[M - H]-	0.006	1.0	0.0	C21H32N10O	[M - H]-	0.002	1.0	0.0	C23H41N2O4P	[M - H]-	0.002	1.0	0.0	C30H36N2O	[M - H]-	0.001	1.0	0.0	C20H36N8O	[M + Cl]-	0.001	1.0	0.0	C22H37FN6	[M + Cl]-	0.001	3.0	0.343	C22H37FN4O4	[M - H]-	0.0	1.0	0.0	C21H41FO8	[M - H]-	0.0	1.0	0.0	C25H41FO3S	[M - H]-	0.0	3.0	0.343	C19H40N4O5	[M + Cl]-	0.0	1.0	0.0	C22H39F3N2O	[M + Cl]-	0.0	1.0	0.0	C25H44O2S2	[M - H]-	0.0	1.0	0.0	C24H41ClN2O3	[M - H]-	0.0	1.0	0.0	C24H40N2O3	[M + Cl]-	0.0	1.0	0.0	C23H33FN8	[M - H]-	0.0	1.0	0.0	C21H44O7S	[M - H]-	0.0	1.0	0.0	C21H46O5P2	[M - H]-	0.0	1.0	0.0	C24H44N2	[M + Br]-	0.0	1.0	0.0	C19H36BN5O6	[M - H]-	0.0	1.0	0.0	C25H38F2N2	[M + Cl]-	0.0	1.0	0.0	C24H36B2O6	[M - H]-	0.0	1.0	0.0																																																																																																																																																																										
