Row_ID	p_value|groups|oily-norm	p_value|base|sebum	p_value|base|skicon
13776	0.19	0.088	0.086
13777	0.603	0.101	0.079
13778	0.671	0.382	0.033
13779	0.765	0.179	0.413
13780	0.265	0.031	0.113
13781	0.682	0.677	0.098
13782	0.602	0.874	0.043
13784	0.739	0.734	0.849
13787	0.21	0.476	0.35
13788	0.2	0.271	0.901
13789	0.203	0.033	0.724
13790	0.997	0.961	0.65
13791	0.987	0.42	0.77
13792	0.597	0.992	0.302
13794	0.818	0.32	0.065
13795	0.54	0.616	0.309
13796	0.057	0.066	0.774
13797	0.611	0.357	0.053
13798	0.208	0.07	0.082
13799	0.728	0.119	0.063
13800	0.069	0.215	0.078
13801	0.535	0.264	0.124
13802	0.702	0.368	0.808
13803	0.686	0.158	0.366
13804	0.361	0.676	0.263
13805	0.642	0.167	0.266
13806	0.534	0.314	0.051
13808	0.375	0.216	0.249
13809	0.08	0.035	0.036
13810	0.146	0.189	0.424
13811	0.96	0.724	0.064
13812	0.737	0.991	0.793
13813	0.864	0.263	0.413
13814	0.727	0.625	0.603
13815	0.204	0.052	0.813
13816	0.258	0.116	0.419
13817	0.549	0.82	0.008
13818	0.589	0.197	0.139
13819	0.964	0.675	0.373
13820	0.047	0.067	0.05
13821	0.975	0.889	0.658
13822	0.707	0.666	0.7
13823	0.296	0.84	0.653
13824	0.282	0.296	0.405
13825	0.068	0.233	0.222
13826	0.362	0.447	0.92
13827	0.256	0.453	0.674
13828	0.387	0.742	0.192
13829	0.515	0.268	0.09
13830	0.237	0.133	0.151
13832	0.611	0.266	0.139
13833	0.127	0.116	0.024
13834	0.337	0.211	0.113
13835	0.445	0.237	0.319
13836	0.522	0.35	0.119
13837	0.684	0.558	0.131
13838	0.62	0.963	0.624
13839	0.813	0.865	0.129
13841	0.894	0.918	0.862
13842	0.48	0.381	0.776
13843	0.555	0.675	0.319
13844	0.393	0.191	0.795
13845	0.762	0.447	0.075
13846	0.631	0.381	0.523
13847	0.564	0.391	0.167
13848	0.074	0.356	0.155
13849	0.226	0.343	0.067
13850	0.764	0.692	0.71
13851	0.66	0.621	0.108
13852	0.441	0.394	0.852
13853	0.096	0.097	0.288
13854	0.921	0.861	0.09
13855	0.627	0.449	0.079
13856	0.681	0.555	0.179
13857	0.613	0.171	0.836
13858	0.133	0.162	0.553
13859	0.534	0.478	0.154
13860	0.941	0.913	0.201
13861	0.26	0.146	0.595
13862	0.999	0.866	0.15
13863	0.404	0.559	0.02
13864	0.991	0.663	0.725
13866	0.194	0.076	0.863
13867	0.192	0.408	0.563
13869	0.495	0.204	0.585
13870	0.905	0.885	0.253
13871	0.387	0.857	0.754
13872	0.622	0.449	0.08
13873	0.37	0.29	0.318
13874	0.861	0.984	0.002
13876	0.228	0.245	0.144
13877	0.305	0.275	0.07
13879	0.625	0.368	0.726
13880	0.455	0.925	0.308
13881	0.12	0.144	0.062
13882	0.633	0.227	0.15
13883	0.414	0.757	0.208
13885	0.739	0.462	0.067
13886	0.559	0.336	0.924
13887	0.347	0.605	0.641
13888	0.175	0.127	0.831
13889	0.922	0.846	0.946
13890	0.964	0.929	0.375
13891	0.697	0.645	0.366
13892	0.765	0.985	0.337
13893	0.05	0.045	0.138
13894	0.13	0.155	0.016
13895	0.383	0.223	0.782
13896	0.349	0.979	0.015
13897	0.527	0.117	0.354
13898	0.742	0.492	0.308
13899	0.693	0.729	0.143
13901	0.406	0.594	0.045
13902	0.299	0.307	0.213
13903	0.145	0.149	0.247
13904	0.289	0.316	0.372
13905	0.166	0.337	0.066
13906	0.551	0.578	0.674
13908	0.27	0.415	0.107
13909	0.618	0.42	0.294
13910	0.353	0.221	0.264
13911	0.085	0.084	0.818
13912	0.039	0.208	0.22
13913	0.432	0.587	0.562
13914	0.306	0.325	0.415
13915	0.67	0.834	0.683
13916	0.077	0.14	0.439
13917	0.502	0.191	0.426
13918	0.689	0.872	0.314
13919	0.992	0.44	0.021
13920	0.445	0.758	0.619
13921	0.303	0.092	0.063
13922	0.595	0.299	0.667
13923	0.065	0.269	0.268
13924	0.898	0.92	0.971
13925	0.631	0.61	0.147
13926	0.489	0.234	0.001
13927	0.627	0.354	0.159
13928	0.183	0.221	0.051
13929	0.464	0.245	0.187
13930	0.396	0.433	0.945
13931	0.389	0.417	0.108
13932	0.702	0.521	0.996
13933	0.298	0.283	0.18
13934	0.913	0.334	0.06
13935	0.703	0.445	0.43
13936	0.591	0.421	0.721
13938	0.8	0.614	0.264
13939	0.398	0.778	0.977
13940	0.378	0.252	0.921
13941	0.176	0.225	0.062
13942	0.507	0.474	0.045
13943	0.738	0.916	0.151
13944	0.561	0.35	0.478
13945	0.851	0.726	0.492
13946	0.552	0.609	0.013
13947	0.789	0.509	0.073
13948	0.567	0.928	0.373
13949	0.399	0.341	0.134
13950	0.46	0.826	0.945
13951	0.733	0.241	0.043
13952	0.459	0.044	0.075
13953	0.886	0.864	0.461
13954	0.947	0.741	0.093
13955	0.156	0.115	0.373
13956	0.275	0.14	0.828
13957	0.634	0.875	0.665
13958	0.6	0.722	0.904
13960	0.521	0.675	0.221
13961	0.152	0.07	0.023
13962	0.797	0.703	0.107
13963	0.896	0.638	0.021
13964	0.743	0.622	0.558
13965	0.143	0.283	0.483
13966	0.165	0.223	0.408
13967	0.753	0.896	0.107
13968	0.26	0.082	0.02
13969	0.699	0.829	0.338
13970	0.11	0.053	0.419
13971	0.639	0.66	0.114
13972	0.772	0.539	0.266
13974	0.926	0.819	0.022
13976	0.55	0.587	0.103
13977	0.812	0.982	0.98
13979	0.551	0.689	0.456
13980	0.086	0.488	0.887
13981	0.455	0.193	0.976
13982	0.314	0.575	0.052
13985	0.037	0.01	0.026
13986	0.676	0.725	0.042
13987	0.727	0.668	0.383
13988	0.239	0.208	0.519
13989	0.675	0.875	0.07
13990	0.984	0.491	0.122
13991	0.771	0.404	0.326
13992	0.455	0.715	0.015
13993	0.574	0.215	0.278
13994	0.863	0.932	0.173
13995	0.265	0.43	0.164
13996	0.842	0.73	0.763
13997	0.861	0.832	0.082
13998	0.947	0.976	0.427
13999	0.753	0.515	0.403
14000	0.858	0.917	0.981
14001	0.527	0.524	0.298
14002	0.853	0.786	0.676
14003	0.374	0.965	0.551
14004	0.676	0.241	0.348
14005	0.028	0.348	0.078
14006	0.949	0.548	0.004
14007	0.154	0.113	0.023
14009	0.746	0.979	0.032
14010	0.564	0.364	0.764
14011	0.939	0.918	0.492
14012	0.278	0.24	0.142
14013	0.673	0.316	0.954
14014	0.509	0.985	0.319
14015	0.22	0.238	0
14016	0.444	0.952	0.072
14017	0.892	0.613	0.03
14018	0.114	0.139	0.401
14019	0.775	0.183	0.034
14020	0.575	0.568	0.841
14021	0.637	0.818	0.05
14022	0.406	0.212	0.082
14023	0.038	0.015	0.004
14024	0.686	0.28	0.588
14026	0.935	0.807	0.349
14027	0.681	0.759	0.087
14028	0.062	0.522	0.028
14029	0.294	0.355	0.075
14030	0.448	0.212	0.036
14031	0.395	0.524	0.374
14032	0.992	0.588	0.661
14033	0.555	0.372	0.085
14034	0.958	0.436	0.649
14035	0.456	0.163	0.912
14036	0.224	0.148	0.827
14037	0.528	0.641	0.098
14038	0.79	0.621	0.019
14039	0.736	0.669	0.441
14041	0.754	0.953	0.121
14042	0.497	0.33	0.316
14043	0.038	0.101	0.122
14044	0.736	0.21	0.495
14045	0.284	0.166	0.163
14046	0.402	0.185	0.296
14047	0.725	0.934	0.66
14048	0.5	0.844	0.903
14049	0.338	0.808	0.895
14050	0.972	0.83	0.115
14051	0.938	0.364	0.284
14052	0.972	0.981	0.34
14053	0.116	0.017	0.08
14054	0.271	0.215	0.624
14055	0.789	0.445	0.067
14056	0.785	0.317	0.169
14057	0.468	0.873	0.688
14058	0.356	0.216	0.226
14059	0.079	0.075	0.218
14060	0.055	0.029	0.011
14061	0.808	0.904	0.138
14062	0.403	0.832	0.063
14063	0.133	0.145	0.72
14064	0.834	0.526	0.11
14065	0.585	0.963	0.962
14066	0.827	0.499	0.107
14068	0.537	0.774	0.282
14070	0.357	0.156	0.037
14071	0.225	0.161	0.239
14072	0.579	0.423	0.163
14073	0.251	0.259	0.188
14075	0.998	0.269	0.021
14076	0.477	0.338	0.115
14078	0.936	0.681	0.576
14081	0.859	0.863	0.391
14082	0.963	0.775	0.806
14084	0.646	0.495	0.004
14085	0.32	0.327	0.016
14086	0.179	0.725	0.096
14087	0.008	0.009	0.011
14088	0.235	0.323	0.795
14089	0.39	0.608	0.811
14090	0.871	0.793	0.358
14091	0.77	0.255	0.41
14092	0.529	0.846	0.316
14093	0.995	0.795	0.885
14094	0.423	0.448	0.386
14095	0.3	0.973	0.155
14096	0.162	0.515	0.381
14097	0.768	0.508	0.593
14098	0.609	0.487	0.093
14099	0.674	0.666	0.037
14100	0.946	0.912	0.272
14101	0.374	0.612	0.847
14102	0.095	0.655	0.491
14103	0.195	0.079	0.014
14104	0.293	0.416	0.126
14105	0.224	0.088	0.248
14106	0.817	0.405	0.462
14107	0.991	0.476	0.869
14108	0.949	0.889	0.012
14109	0.701	0.396	0.633
14110	0.398	0.042	0.28
14112	0.812	0.325	0.292
14113	0.658	0.27	0.069
14115	0.433	0.139	0.043
14116	0.085	0.084	0.126
14117	0.771	0.602	0.881
14118	0.846	0.544	0.271
14119	0.447	0.151	0.172
14120	0.607	0.463	0.117
14121	0.633	0.999	0.819
14122	0.983	0.531	0.051
14123	0.72	0.606	0.811
14124	0.705	0.22	0.72
14125	0.606	0.664	0.426
14126	0.488	0.993	0.46
14127	0.381	0.45	0.933
14128	0.386	0.574	0.337
14129	0.378	0.974	0.86
14130	0.389	0.976	0.056
14131	0.688	0.963	0.696
14132	0.404	0.944	0.798
14133	0.198	0.121	0.676
14134	0.568	0.183	0.255
14135	0.465	0.16	0.998
14137	0.679	0.864	0.887
14138	0.752	0.966	0.378
14139	0.513	0.58	0.999
14140	0.27	0.084	0.052
14141	0.183	0.373	0.733
14142	0.123	0.362	0.375
14143	0.461	0.264	0.222
14144	0.885	0.9	0.226
14145	0.253	0.134	0.362
14146	0.182	0.179	0.257
14147	0.377	0.127	0.949
14148	0.961	0.5	0.171
14150	0.491	0.29	0.137
14152	0.924	0.48	0.229
14153	0.633	0.938	0.578
14154	0.115	0.528	0.606
14155	0.968	0.929	0.402
14156	0.681	0.829	0.982
14158	0.479	0.541	0.749
14159	0.814	0.653	0.759
14160	0.416	0.887	0.733
14161	0.24	0.145	0.238
14162	0.435	0.605	0.587
14163	0.628	0.374	0.242
14164	0.679	0.964	0.611
14165	0.671	0.381	0.891
14166	0.084	0.094	0.905
14167	0.887	0.546	0.712
14168	0.89	0.453	0.456
14169	0.642	0.626	0.155
14170	0.569	0.15	0.242
14171	0.285	0.435	0.213
14172	0.05	0.124	0.694
14173	0.47	0.123	0.492
14174	0.695	0.863	0.406
14175	0.306	0.362	0.133
14176	0.576	0.349	0.962
14177	0.032	0.284	0.003
14178	0.142	0.089	0.317
14179	0.737	0.519	0.474
14180	0.554	0.516	0.897
14181	0.321	0.429	0.487
14182	0.252	0.151	0.362
14183	0.804	0.381	0.296
14185	0.101	0.178	0.895
14186	0.376	0.783	0.47
14188	0.074	0.01	0.304
14189	0.498	0.249	0.136
14191	0.999	0.652	0.23
14192	0.209	0.038	0.106
14193	0.477	0.419	0.423
14197	0.686	0.539	0.114
14198	0.782	0.825	0.876
14199	0.099	0.51	0.321
14200	0.284	0.435	0.915
14201	0.684	0.272	0.748
14205	0.155	0.205	0.831
14206	0.383	0.403	0.117
14207	0.896	0.766	0.242
14210	0.743	0.911	0.136
14211	0.567	0.246	0.177
14212	0.804	0.966	0.878
14214	0.641	0.605	0.868
14215	0.521	0.762	0.201
14216	0.659	0.936	0.063
14217	0.466	0.966	0.822
14218	0.809	0.437	0.032
14219	0.249	0.106	0.405
14220	0.307	0.333	0.049
14221	0.872	0.342	0.244
14222	0.917	0.733	0.116
14223	0.881	0.918	0.091
14224	0.123	0.046	0.509
14225	0.888	0.916	0.083
14228	0.758	0.259	0.009
14229	0.105	0.261	0.858
14230	0.385	0.157	0.261
14232	0.829	0.883	0.193
14233	0.76	0.707	0.422
14234	0.972	0.624	0.618
14236	0.356	0.814	0.168
14237	0.094	0.105	0.031
14238	0.251	0.103	0.077
14239	0.591	0.687	0.698
14240	0.437	0.336	0.296
14241	0.043	0.192	0.2
14242	0.423	0.797	0.135
14243	0.129	0.05	0.447
14244	0.006	0.051	0.16
14246	0.134	0.173	0.065
14247	0.335	0.604	0.688
14248	0.098	0.122	0.175
14249	0.273	0.327	0.066
14250	0.677	0.843	0.734
14252	0.401	0.785	0.881
14253	0.885	0.883	0.19
14254	0.298	0.576	0.845
14255	0.378	0.705	0.085
14256	0	0.005	0.059
14259	0.997	0.726	0.248
14260	0.473	0.479	0.025
14261	0.111	0.331	0.758
14262	0.164	0.089	0.009
14263	0.817	0.466	0.189
14264	0.428	0.162	0.248
14265	0.09	0.11	0.46
14266	0.689	0.756	0.342
14267	0.307	0.134	0.143
14268	0.397	0.243	0.052
14269	0.556	0.469	0.327
14270	0.339	0.089	0.035
14272	0.353	0.474	0.901
14273	0.032	0.299	0.032
14275	0.567	0.656	0.897
14276	0.501	0.725	0.749
14277	0.542	0.216	0.482
14278	0.631	0.85	0.106
14279	0.989	0.904	0.378
14280	0.256	0.245	0.366
14281	0.486	0.45	0.437
14282	0.177	0.608	0.889
14283	0.28	0.044	0.036
14284	0.674	0.615	0.561
14285	0.701	0.125	0.978
14287	0.974	0.895	0.015
14288	0.119	0.18	0.044
14290	0.665	0.438	0.164
14291	0.197	0.161	0.969
14292	0.667	0.902	0.85
14293	0.592	0.828	0.8
14294	0.08	0.22	0.848
14295	0.488	0.771	0.191
14296	0.647	0.722	0.79
14297	0.253	0.092	0.112
14298	0.439	0.692	0.268
14300	0.513	0.428	0.542
14301	0.679	0.746	0.803
14302	0.714	0.389	0.794
14303	0.908	0.896	0.614
14304	0.913	0.259	0.024
14305	0.4	0.764	0.172
14306	0.932	0.448	0.353
14307	0.645	0.517	0.42
14308	0.719	0.208	0.01
14309	0.052	0.045	0.219
14310	0.747	0.129	0.38
14311	0.972	0.914	0.128
14312	0.939	0.377	0.302
14313	0.13	0.133	0.792
14314	0.559	0.99	0.518
14315	0.575	0.511	0.054
14316	0.155	0.161	0.038
14317	0.725	0.792	0.232
14318	0.199	0.013	0.005
14319	0.162	0.831	0.318
14320	0.9	0.913	0.647
14322	0.942	0.708	0.064
14323	0.998	0.602	0.216
14324	0.316	0.128	0.563
14325	0.024	0.063	0.645
14326	0.699	0.999	0.116
14327	0.916	0.974	0.256
14329	0.413	0.092	0.167
14331	0.447	0.577	0.02
14332	0.447	0.421	0.658
14333	0.087	0.082	0.12
14334	0.08	0.094	0.246
14335	0.314	0.527	0.086
14336	0.982	0.727	0.861
14337	0.433	0.065	0.068
14339	0.668	0.868	0.022
14342	0.879	0.651	0.769
14343	0.115	0.186	0.013
14344	0.381	0.984	0.351
14346	0.214	0.082	0.101
14347	0.415	0.674	0.134
14348	0.203	0.163	0.803
14349	0.311	0.308	0.585
14350	0.854	0.954	0.39
14351	0.736	0.877	0.303
14352	0.387	0.942	0.269
14353	0.517	0.231	0.007
14354	0.859	0.983	0.991
14355	0.95	0.735	0.86
14357	0.081	0.074	0.02
14358	0.872	0.787	0.093
14359	0.763	0.256	0.43
14360	0.066	0.017	0.647
14361	0.559	0.194	0.055
14363	0.411	0.036	0.192
14364	0.33	0.659	0.713
14365	0.742	0.335	0.617
14366	0.707	0.905	0.465
14367	0.055	0.003	0.101
14368	0.708	0.437	0.003
14369	0.064	0.17	0.302
14370	0.591	0.691	0.948
14371	0.403	0.591	0.386
14372	0.165	0.215	0.374
14373	0.368	0.746	0.845
14374	0.329	0.07	0.229
14375	0.892	0.708	0.921
14376	0.933	0.912	0.165
14377	0.371	0.506	0.248
14378	0.542	0.121	0.783
14379	0.903	0.76	0.003
14382	0.53	0.338	0.397
14383	0.71	0.645	0.808
14384	0.606	0.815	0.569
14386	0.301	0.412	0.232
14387	0.78	0.224	0.016
14389	0.578	0.585	0.014
14390	0.735	0.411	0.2
14391	0.871	0.958	0.235
14392	0.472	0.282	0.218
14393	0.956	0.793	0.277
14395	0.43	0.213	0.093
14396	0.723	0.145	0.647
14397	0.459	0.392	0.43
14398	0.099	0.022	0.72
14399	0.4	0.334	0.876
14400	0.654	0.43	0.088
14401	0.38	0.077	0.058
14402	0.31	0.252	0.438
14403	0.271	0.679	0.14
14404	0.529	0.909	0.295
14405	0.893	0.76	0.362
14407	0.924	0.98	0.544
14408	0.766	0.135	0.123
14409	0.624	0.982	0.165
14410	0.578	0.975	0.595
14412	0.499	0.179	0.009
14413	0.32	0.359	0.691
14414	0.443	0.633	0.692
14415	0.879	0.823	0.781
14416	0.615	0.6	0.473
14417	0.583	0.021	0.129
14418	0.661	0.731	0.088
14419	0.595	0.596	0.803
14420	0.596	0.717	0.676
14421	0.56	0.339	0.826
14422	0.274	0.087	0.028
14423	0.045	0.023	0.75
14424	0.48	0.77	0.788
14425	0.244	0.37	0.756
14426	0.83	0.839	0.467
14427	0.804	0.121	0.996
14428	0.377	0.313	0.614
14429	0.298	0.063	0.052
14430	0.76	0.921	0.115
14431	0.518	0.294	0.025
14432	0.837	0.289	0.249
14433	0.406	0.368	0.101
14435	0.812	0.177	0.032
14436	0.916	0.88	0.955
14437	0.294	0.194	0.435
14438	0.977	0.329	0.819
14439	0.197	0.239	0.056
14441	0.919	0.644	0.502
14442	0.626	0.428	0.583
14443	0.203	0.036	0.488
14444	0.92	0.947	0.867
14445	0.909	0.93	0.43
14447	0.586	0.591	0.319
14448	0.662	0.394	0.473
14449	0.712	0.154	0.026
14450	0.562	0.755	0.689
14452	0.981	0.958	0.366
14453	0.185	0.625	0.048
14454	0.304	0.372	0.659
14455	0.551	0.603	0.108
14457	0.601	0.46	0.218
14459	0.995	0.856	0.152
14460	0.166	0.134	0.895
14462	0.051	0.004	0.012
14463	0.117	0.045	0.865
14464	0.977	0.788	0.198
14465	0.847	0.345	0.21
14466	0.904	0.616	0.351
14467	0.395	0.958	0.654
14468	0.908	0.511	0.073
14470	0.407	0.03	0.097
14471	0.545	0.701	0.287
14472	0.543	0.892	0.187
14473	0.516	0.668	0.475
14474	0.27	0.412	0.007
14475	0.173	0.029	0.141
14476	0.055	0.262	0.841
14477	0.917	0.506	0.613
14478	0.367	0.39	0.302
14479	0.027	0.045	0.185
14481	0.092	0.143	0.715
14482	0.847	0.838	0.024
14483	0.092	0.234	0.226
14484	0.597	0.722	0.366
14485	0.574	0.779	0.135
14486	0.294	0.08	0.002
14487	0.606	0.926	0.609
14488	0.629	0.075	0.033
14489	0.151	0.081	0
14490	0.848	0.934	0.284
14491	0.675	0.414	0.611
14493	0.716	0.981	0.778
14494	0.906	0.774	0.976
14495	0.182	0.533	0.458
14496	0.306	0.052	0.046
14497	0.355	0.07	0.234
14498	0.528	0.676	0.602
14499	0.917	0.456	0.282
14500	0.446	0.646	0.186
14502	0.478	0.359	0.049
14503	0.5	0.085	0.043
14504	0.246	0.028	0.055
14506	0.098	0.12	0.239
14507	0.099	0.035	0.744
14508	0.063	0.139	0.662
14509	0.016	0.004	0.95
14511	0.396	0.851	0.967
14512	0.459	0.243	0.444
14513	0.197	0.229	0.403
14515	0.036	0.012	0.361
14519	0.777	0.753	0.813
14520	0.324	0.408	0.45
14521	0.281	0.042	0.838
14523	0.285	0.576	0.477
14524	0.096	0.27	0.921
14526	0.543	0.066	0.095
14527	0.702	0.658	0.116
14528	0.561	0.619	0.296
14529	0.323	0.262	0.011
14530	0.756	0.619	0.408
14531	0.519	0.325	0.424
14532	0.321	0.204	0.408
14533	0.843	0.826	0.695
14534	0.935	0.462	0.133
14535	0.782	0.582	0.111
14536	0.637	0.811	0.094
14537	0.341	0.652	0.778
14540	0.486	0.368	0.591
14541	0.201	0.435	0.66
14542	0.685	0.567	0.234
14543	0.222	0.803	0.931
14545	0.367	0.684	0.908
14546	0.447	0.224	0.145
14547	0.293	0.161	0.057
14548	0.278	0.883	0.471
14550	0.456	0.588	0.91
14551	0.973	0.44	0.296
14552	0.322	0.743	0.006
14554	0.739	0.691	0.434
14555	0.581	0.537	0.584
14556	0.689	0.734	0.389
14557	0.649	0.381	0.074
14558	0.146	0.135	0.981
14559	0.309	0.99	0.529
14560	0.779	0.183	0.139
14561	0.458	0.753	0.098
14562	0.194	0.092	0.103
14566	0.577	0.53	0.329
14567	0.543	0.552	0.248
14568	0.094	0.08	0.013
14570	0.787	0.494	0.861
14571	0.393	0.917	0.079
14572	0.52	0.404	0.458
14574	0.699	0.278	0.475
14575	0.605	0.777	0.241
14576	0.577	0.325	0.115
14577	0.73	0.475	0.911
14578	0.258	0.168	0.018
14579	0.19	0.712	0.607
14580	0.212	0.047	0.015
14581	0.215	0.112	0.376
14582	0.443	0.188	0.748
14583	0.586	0.092	0.296
14584	0.434	0.702	0.663
14585	0.195	0.411	0.659
14586	0.459	0.325	0.209
14588	0.849	0.184	0.044
14589	0.247	0.087	0.21
14590	0.671	0.718	0.351
14591	0.99	0.749	0.061
14592	0.63	0.358	0.335
14593	0.638	0.837	0.186
14594	0.967	0.35	0.167
14595	0.091	0.038	0.014
14597	0.73	0.566	0
14598	0.763	0.679	0.852
14599	0.039	0.086	0.567
14600	0.281	0.247	0.002
14603	0.318	0.372	0.264
14604	0.29	0.494	0.841
14605	0.487	0.107	0.812
14606	0.232	0.75	0.018
14607	0.942	0.418	0.405
14608	0.033	0.08	0.283
14609	0.119	0.016	0.024
14610	0.315	0.829	0.869
14612	0.131	0.159	0.145
14613	0.767	0.898	0.362
14614	0.199	0.166	0.566
14615	0.233	0.055	0.526
14616	0.383	0.474	0.084
14617	0.379	0.531	0.171
14618	0.986	0.658	0.695
14619	0.302	0.018	0.647
14620	0.333	0.123	0.319
14621	0.673	0.591	0.192
14622	0.514	0.19	0.192
14623	0.343	0.858	0.866
14624	0.901	0.862	0.133
14625	0.659	0.225	0.184
14626	0.12	0.093	0.96
14628	0.784	0.464	0.908
14630	0.921	0.997	0.019
14631	0.279	0.107	0.097
14632	0.45	0.398	0.128
14633	0.366	0.619	0.162
14634	0.013	0.171	0.333
14635	0.652	0.096	0.113
14637	0.49	0.343	0.258
14638	0.344	0.203	0.117
14639	0.119	0.317	0.754
14640	0.524	0.124	0.967
14641	0.232	0.753	0.423
14642	0.607	0.736	0.195
14643	0.477	0.754	0.924
14644	0.879	0.77	0.339
14645	0.182	0.063	0.265
14646	0.961	0.412	0.154
14647	0.839	0.965	0.981
14649	0.193	0.077	0.146
14650	0.291	0.559	0.202
14651	0.109	0.228	0.107
14652	0.335	0.372	0.693
14653	0.556	0.942	0.289
14654	0.58	0.474	0.314
14655	0.309	0.158	0.268
14657	0.138	0.016	0.087
14658	0.61	0.068	0.593
14659	0.155	0.038	0.396
14661	0.675	0.359	0.655
14662	0.962	0.561	0.333
14663	0.225	0.034	0.118
14664	0.915	0.648	0.718
14665	0.758	0.976	0.544
14666	0.463	0.951	0.239
14667	0.246	0.151	0.735
14668	0.775	0.443	0.062
14669	0.246	0.266	0.925
14670	0.69	0.417	0.098
14671	0.758	0.671	0.94
14673	0.656	0.697	0.039
14674	0.382	0.67	0.016
14675	0.639	0.527	0.258
14676	0.356	0.989	0.291
14678	0.333	0.605	0.917
14679	0.976	0.564	0.997
14680	0.141	0.166	0.869
14681	0.552	0.79	0.62
14682	0.339	0.116	0.005
14683	0.295	0.528	0.602
14684	0.478	0.307	0.938
14685	0.943	0.696	0.764
14686	0.645	0.322	0.542
14687	0.672	0.922	0.416
14688	0.867	0.552	0.115
14689	0.792	0.764	0.277
14690	0.942	0.927	0.654
14692	0.244	0.692	0.241
14693	0.846	0.754	0.228
14694	0.612	0.884	0.795
14695	0.78	0.463	0.77
14696	0.644	0.769	0.319
14697	0.551	0.904	0.895
14698	0.837	0.315	0.456
14699	0.858	0.799	0.588
14700	0.736	0.257	0.056
14701	0.004	0.176	0.128
14702	0.271	0.189	0.288
14703	0.352	0.213	0.198
14704	0.036	0.187	0.228
14705	0.656	0.988	0
14706	0.875	0.525	0.376
14707	0.802	0.767	0.239
14708	0.921	0.642	0.121
14709	0.497	0.209	0.116
14710	0.687	0.189	0.05
14712	0.3	0.997	0.767
14713	0.27	0.772	0.058
14714	0.307	0.085	0.034
14715	0.494	0.639	0.035
14716	0.593	0.897	0.586
14717	0.343	0.421	0.126
14718	0.833	0.725	0.11
14720	0.874	0.965	0.01
14721	0.715	0.971	0.929
14722	0.07	0.097	0.052
14724	0.817	0.991	0.474
14727	0.483	0.667	0.494
14728	0.268	0.075	0.359
14729	0.41	0.964	0.346
14730	0.644	0.819	0.221
14732	0.43	0.214	0.38
14733	0.351	0.947	0.837
14734	0.981	0.302	0.584
14735	0.867	0.979	0.372
14736	0.597	0.158	0.304
14737	0.897	0.628	0.749
14738	0.359	0.465	0.3
14739	0.292	0.111	0.05
14740	0.51	0.683	0.994
14741	0.444	0.408	0.471
14744	0.16	0.824	0.678
14745	0.546	0.908	0.955
14746	0.581	0.212	0.001
14747	0.844	0.774	0.802
14748	0.672	0.542	0.786
14749	0.532	0.401	0.933
14750	0.669	0.498	0.736
14751	0.962	0.567	0.648
14752	0.937	0.457	0.348
14753	0.098	0.128	0.609
14755	0.879	0.514	0.066
14757	0.683	0.256	0.528
14759	0.143	0.217	0.172
14760	0.187	0.125	0.632
14761	0.126	0.181	0.446
14762	0.931	0.77	0.053
14763	0.188	0.191	0.168
14764	0.927	0.468	0.224
14765	0.749	0.48	0.075
14766	0.432	0.069	0.037
14767	0.226	0.188	0.102
14768	0.376	0.614	0.073
14769	0.349	0.358	0.267
14770	0.974	0.591	0
14771	0.749	0.803	0.428
14773	0.318	0.221	0.821
14775	0.221	0.024	0.147
14776	0.097	0.058	0.026
14777	0.673	0.902	0.537
14778	0.932	0.861	0.272
14779	0.843	0.785	0.441
14780	0.919	0.653	0.205
14781	0.513	0.505	0.877
14782	0.24	0.111	0.057
14783	0.88	0.896	0.845
14784	0.106	0.134	0.067
14785	0.787	0.585	0.691
14786	0.397	0.352	0.046
14787	0.682	0.342	0.632
14788	0.543	0.612	0.348
14789	0.841	0.145	0.32
14790	0.22	0.14	0.101
14792	0.496	0.79	0.57
14793	0.136	0.12	0.996
14794	0.04	0.253	0.324
14795	0.049	0.006	0.031
14796	0.641	0.979	0.723
14797	0.438	0.626	0.067
14798	0.376	0.054	0.017
14799	0.511	0.533	0.121
14800	0.834	0.705	0.167
14801	0.95	0.322	0.012
14802	0.123	0.072	0.573
14803	0.694	0.18	0.43
14804	0.118	0.433	0.593
14805	0.915	0.377	0.104
14806	0.301	0.263	0.235
14807	0.802	0.792	0.41
14808	0.683	0.267	0.91
14809	0.082	0.096	0.064
14810	0.934	0.871	0.121
14811	0.57	0.847	0.568
14812	0.406	0.564	0.854
14813	0.118	0.065	0.869
14814	0.44	0.968	0.23
14815	0.868	0.387	0.31
14817	0.986	0.923	0.677
14818	0.096	0.198	0.425
14819	0.777	0.526	0.351
14820	0.925	0.907	0.709
14821	0.151	0.395	0.366
14822	0.916	0.335	0.363
14823	0.761	0.706	0.67
14824	0.243	0.487	0.458
14825	0.763	0.783	0.323
14826	0.988	0.739	0.115
14827	0.161	0.027	0.032
14828	0.671	0.476	0.166
14829	0.217	0.766	0.271
14830	0.511	0.288	0.211
14831	0.447	0.45	0.017
14832	0.28	0.614	0.424
14833	0.888	0.203	0.51
14834	0.461	0.252	0.609
14836	0.82	0.524	0.73
14837	0.405	0.184	0.018
14839	0.453	0.992	0.509
14841	0.278	0.325	0.263
14842	0.348	0.895	0.062
14843	0.704	0.272	0.658
14844	0.039	0.004	0.962
14845	0.777	0.416	0.393
