Row_ID	p_volcano|groups|oily-norm	p_volcano|base|sebum	p_volcano|base|skicon
6200	2.19	2.14	0.4
6201	0.086	0.177	0.069
6203	0.064	0.129	0.128
6204	0.033	0.578	0.323
6205	1.007	0.211	2.234
6206	1.033	1.13	1.242
6209	0.792	0.273	0.024
6211	1.574	1.462	0.048
6212	0.816	0.011	1.249
6213	1.141	2.021	0.131
6216	0.329	0.785	0.075
6217	0.134	0.004	0.86
6218	3.542	2.04	1.357
6219	0.037	0.222	0.435
6221	0.361	0.095	1.105
6222	0.318	0.057	1.739
6224	0.206	0.113	0.319
6226	0.145	0.143	0.649
6227	1.273	1.2	1.584
6229	0.067	0.406	0.127
6231	0.047	0.176	0.727
6233	0.443	0.031	0.322
6234	0.613	0.26	0.412
6235	0.674	0.814	0.12
6237	1.112	2.33	0.169
6238	0.143	0.11	0.612
6241	1.876	1.629	0.81
6242	0.249	0.591	0.08
6243	0.801	0.704	0.595
6244	0.062	0.429	0.316
6247	1.043	0.768	0.039
6248	0.345	0.152	0.293
6249	0.212	0.031	0.021
6250	0.13	1.04	0.28
6252	2.781	2.234	1.818
6253	0.155	0.262	0.32
6254	0.137	0.036	0.678
6255	0.554	0.788	0.098
6256	0.809	0.228	1.946
6258	0.038	0.159	0.065
6259	0.018	0.012	0.044
6261	0.106	0.81	2.217
6262	0.133	0.796	0.212
6263	0.642	0.602	0.764
6265	0.087	0.059	0.21
6266	0.074	0.181	0.021
6267	0.065	0.057	0.134
6268	0.424	0.761	1.515
6269	0.214	0.048	1.542
6270	0.068	0.037	0.063
6272	0.168	0.181	0.614
6273	0.026	0.061	0.047
6274	0.052	0.052	0.903
6275	0.238	0.41	0.095
6277	0.604	0.133	0.238
6280	0.02	0.251	0.053
6281	0.973	1.136	0.907
6282	0.021	0.294	0.403
6284	0.643	0.109	0.021
6285	0.328	0.235	0.688
6286	0.132	0.167	0.649
6287	0.2	1.012	0.169
6288	0.153	0.073	0.628
6289	0.146	0.079	0.662
6290	0.648	0.699	1.094
6291	0.157	0.384	1.079
6292	0.069	0.18	0.413
6293	0.27	0.018	0.326
6294	0.053	0.111	0.008
6296	0.838	0.315	1.938
6297	0.479	0.227	0.016
6300	0.372	0.411	0.511
6301	1.017	1.069	0.087
6302	0.422	0.038	0.873
6304	0.898	0.186	0.036
6305	0.405	1.672	0.208
6306	0.035	0.008	0.132
6307	0.293	1.116	0.549
6308	0.207	0.259	0.125
6309	0.264	0.038	0.707
6311	0.007	0.009	0.064
6312	0.349	0.589	1.43
6313	0.631	0.824	0.627
6315	0.161	0.103	0.219
6317	0.254	0.007	0.27
6318	0.265	0.382	0.172
6319	0.544	0.114	1.412
6320	0.142	0.259	0.383
6321	0.216	0.173	0.166
6322	0.822	0.539	0.111
6323	0.502	0.027	0.171
6324	0.806	0.75	0.171
6325	0.008	0.107	0.437
6326	0.536	0.612	1.064
6328	0.441	0.281	0.167
6329	0.116	0.002	0.182
6330	0.449	0.031	0.069
6331	1.643	0.555	1.954
6332	0.574	1.016	0.506
6333	0.177	0.175	2.604
6334	0.089	0.073	0.023
6335	0.713	0.74	0.597
6336	0.012	0.187	0.011
6338	0.248	0.369	1.259
6339	0.685	0.276	0.056
6341	0.268	0.118	0.058
6342	0.11	0.181	0.763
6343	0.306	0.073	2.834
6345	0.558	0.554	0.055
6346	0.67	1.714	0.035
6347	0.306	0.248	0.039
6349	0.01	0.256	0.233
6350	1.184	2.797	0.393
6351	0.005	0.193	0.298
6352	1.31	2.165	0.26
6354	0.281	0.165	0.316
6355	0.145	0.157	0.288
6356	0.648	0.61	1.593
6357	0.214	0.557	0.092
6358	0.218	0.225	2.102
6359	1.148	2.82	0.718
6360	0.42	0.966	0.167
6361	0.239	0.223	0.753
6362	2.161	2.815	0.635
6363	0.639	0.733	0.33
6364	0.173	0.172	0.278
6365	0.109	0.228	0.706
6366	0.581	0.826	0.054
6367	0.434	0.585	0.874
6368	0.443	0.77	0.735
6369	0.104	0.091	0.179
6370	0.515	0.777	1.321
6371	1.112	1.31	0.734
6372	0.443	0.43	0.211
6373	0.065	0.107	0.025
6374	0.901	0.473	0.587
6375	0.166	0.308	0.911
6376	0.56	0.2	0.169
6377	1.252	2.376	0.634
6378	0.297	0.878	0.131
6379	0.211	0.281	0.119
6380	0.495	0.087	0.4
6381	0.287	0.117	0.598
6383	0.379	0.127	0.238
6384	0.244	0.486	0.086
6388	0.299	0.067	0.328
6389	1.863	0.945	3.433
6391	0.023	0.142	0.068
6392	0.122	0.048	1.28
6393	0.23	0.167	1.307
6394	0.251	0.432	0.544
6396	0.398	0.192	3.405
6400	1.981	1.156	0.346
6401	0.024	0.164	0.151
6402	0.034	0.434	0.143
6403	0.276	0.284	0.161
6404	0.21	0.032	0.546
6406	0.032	0.119	0.852
6407	0.011	0.237	0.291
6408	0.714	1.69	0.297
6409	0.037	0.514	1.461
6413	0.619	0.669	0.183
6415	0.88	0.082	1.022
6416	0.676	1.001	0.084
6417	1.334	1.723	0.208
6419	0.497	0.759	0.441
6420	0.051	0.185	0.12
6421	0.7	0.493	0.232
6422	0.076	0.033	0.494
6425	0.08	0.12	0.356
6428	0.233	0.228	2.97
6429	0.316	0.044	0.755
6432	0.379	0.038	0.116
6433	0.11	0.315	0.664
6437	0.131	0.581	0.969
6438	0.637	1.184	0.987
6439	0.834	1.098	1.212
6440	0.013	0.131	0.957
6441	0.367	0.656	0.494
6442	0.317	0.779	0.533
6444	1.193	0.913	0.414
6445	0.088	0.195	1.076
6446	0.2	0.006	0.121
6447	0.231	0.126	0.615
6449	0.077	0.181	1.1
6450	1.308	0.991	1.42
6452	0.118	0.021	0.772
6454	0.808	2.199	0.483
6455	0.448	1.386	0.576
6456	0.257	0.142	1.385
6457	0.172	0.207	0.995
6459	0.623	0.039	2.059
6460	0.232	0.336	0.548
6461	0.793	1.752	0.078
6462	0.453	0.247	0.288
6464	0.062	0.523	0.519
6465	0.176	0.303	0.818
6466	0.065	0.149	0.045
6467	1.299	0.536	0.205
6468	0.076	0.165	0.505
6470	0.437	1.178	0.238
6471	0.279	0.15	2.267
6472	0.475	0.244	0.512
6473	0.588	0.347	1.031
6475	0.202	0.154	0.155
6477	1.335	2.015	1.034
6478	0.038	0.196	1.366
6479	0.585	0.251	0.003
6480	0.149	0.119	0.177
6481	1.098	2.813	0.095
6483	0.938	0.85	2.305
6484	0.153	0.054	0.998
6487	0.086	0.012	1.299
6488	0.261	0.305	0.251
6489	1.197	1.481	0.546
6490	0.133	0.484	0.277
6492	0.049	0.345	0.993
6493	0.375	0.007	0.217
6495	0.099	0.109	0.015
6498	1.515	2.394	1.007
6499	0.451	1.762	1.146
6500	0.177	0.172	0.11
6501	0.108	0.038	1.406
6502	0.55	0.226	0.284
6503	0.153	0.09	0.293
6504	0.294	0.87	2.129
6505	0.157	0.133	0.483
6506	0.069	0.036	1.844
6507	0.277	0.094	1.51
6509	0.95	1.504	0.201
6511	0.144	0.137	0.052
6514	0.033	0.75	2.153
6516	0.419	0.499	2.633
6522	0.188	0.176	0.592
6524	0.617	1.416	1.318
6525	0.401	0.578	0.139
6526	0.104	0.119	0.153
6527	0.004	0.013	0.163
6530	0.523	0.32	0.227
6532	0.23	0.423	0.099
6533	0.359	0.206	0.387
6534	0.25	0.25	0.053
6535	0.345	0.674	0.891
6538	0.057	0.246	0.193
6540	0.659	1.172	0.325
6541	0.02	0.329	0.797
6543	0.57	0.57	0.441
6544	0.284	0.183	0.3
6545	0.728	2.099	0.032
6547	0.518	0.238	0.449
6549	0.05	0.096	0.816
6551	0.427	0.621	0.106
6552	0.014	0.876	0.227
6553	0.078	0.55	0.116
6555	0.176	0.432	0.055
6556	0.254	0.173	0.872
6557	0.061	0.148	0.04
6558	0.334	1.345	0.333
6559	0.566	1.229	0.315
6560	0.435	0.56	0.731
6561	0.303	0.19	0.939
6562	0.228	0.36	1.164
6563	1.969	3.539	0.898
6564	0.479	1.275	0.11
6565	0.21	0.834	1.692
6566	0.214	0.201	0.219
6567	0.06	0.352	1.347
6568	0.13	0.428	0.112
6569	0.037	0.133	0.07
6570	0.302	0.037	0.64
6571	0.018	0.799	0.791
6572	0.689	1.716	0.029
6573	0.148	0.355	1.051
6574	0.57	0.746	1.249
6575	0.511	0.993	0.044
6578	0.293	0.754	0.136
6579	0.353	1.012	0.554
6580	0.139	0.154	0.245
6581	0.386	1.219	0.515
6582	0.064	0.14	0.676
6583	0.686	0.027	1.726
6585	0.125	0.115	0.606
6586	0.141	0.231	0.032
6587	0.046	0.901	0.35
6588	0.225	0.621	1.436
6589	0.541	0.8	0.478
6590	1.808	3.557	0.698
6591	0.006	1.067	0.747
6593	1.599	2.681	1.06
6594	1.612	3.042	0.221
6595	0.164	1.175	0.486
6596	0.08	0.017	0.788
6597	0.194	0.374	0.415
6598	0.347	0.179	1.057
6599	0.07	0.305	0.7
6600	0.024	0.809	0.384
6602	0.533	0.085	1.307
6605	0.077	0.855	1.1
6607	0.223	0.131	0.163
6608	0.392	0.221	0.645
6609	0.084	0.626	0.117
6611	0.062	0.849	0.089
6614	0.411	0.901	0.298
6615	0.519	1.713	0.383
6616	0.399	0.883	0.074
6617	0.04	0.648	0.001
6619	0.339	0.602	0.15
6620	0.448	1.279	0.046
6621	0.18	0.319	0.514
6623	0.509	0.939	0.779
6625	0.068	0.277	0.122
6627	0.117	0.793	0.573
6629	0.582	0.604	0.512
6631	0.975	1.536	0.135
6633	0.213	0.862	0.581
6634	0.638	1.603	0.166
6635	0.042	0.269	0.621
6636	0.066	0.17	0.7
6637	0.743	0.345	0.944
6639	0.181	0.239	0.14
6640	0.626	1.45	0.348
6641	0.676	0.722	0.716
6642	0.073	0.217	0.614
6643	0.304	0.244	0.567
6644	0.024	0.806	0.459
6645	0.257	0.187	0.439
6646	0.565	0.135	0.33
6647	0.676	0.675	0.378
6648	0.13	0.162	0.247
6650	0.154	0.344	0.201
6651	0.44	1.343	0.269
6653	0.093	0.222	0.939
6654	0.111	0.47	0.339
6655	0.717	2.059	0.284
6658	0.844	0.398	0.259
6660	0.231	0.635	0.467
6661	0.361	0.046	0.177
6662	0.213	0.157	1.554
6665	0.031	0.016	0.374
6667	0.088	0.365	0.212
6671	0.1	0.785	0.166
6672	0.583	0.793	0.552
6673	0.256	0.128	1.383
6676	0.311	0.197	0.462
6677	0.01	0.372	0.843
6678	1.263	1.454	0.292
6679	0.194	0.514	0.827
6680	0.084	0.181	0.047
6681	0.76	2.082	0.662
6683	0.301	0.074	0.088
6684	0.119	0.599	0.528
6685	0.272	0.233	0.171
6687	0.451	0.041	0.774
6689	0.153	0.136	0.627
6690	0.32	0.562	0.441
6691	0.001	0.732	0.375
6692	0.192	0.273	0.323
6693	1.275	1.678	1.492
6695	0.059	0.568	0.564
6696	0.464	0.656	0.013
6697	1.084	0.827	1.275
6698	0.85	1.241	0.252
6699	0.795	1.621	0.057
6700	0.038	0.035	0.83
6701	0.264	0.21	0.959
6702	0.324	0.636	0.176
6703	0.415	0.158	0.291
6704	0.008	0.211	0.244
6705	0.114	0.5	0.471
6707	0.437	0.701	0.529
6708	0.178	0.38	1.518
6710	0.359	0.825	0.107
6711	0.412	0.121	0.128
6713	0.858	0.98	0.25
6714	1.826	2.656	0.572
6716	0.58	1.369	0.461
6717	0.032	0.503	0.221
6718	0.032	0.232	0.038
6720	0.461	0.318	0.243
6721	1.722	1.65	0.4
6722	0.312	0.511	0.131
6724	0.043	0.207	0.554
6727	0.406	0.701	0.116
6731	0.13	0.021	0.323
6732	0.426	0.393	0.069
6734	0.13	0.153	0.062
6735	0.103	0.255	0.036
6737	0.066	0.1	0.867
6738	0.257	0.083	0.008
6739	1.204	0.494	0.388
6740	0.119	0.417	0.142
6741	0.158	0.873	0.001
6743	0.583	2.289	0.232
6745	0.076	0.79	0.17
6746	1.282	1.57	0.028
6747	0.316	0.462	0.498
6748	0.017	0.141	0.132
6749	0.415	1.592	0.264
6750	0.495	0.194	0.269
6751	0.664	0.413	0.98
6754	1.757	1.957	0.467
6755	0.018	0.216	1.227
6756	0.582	1.453	0.043
6757	0.435	0.574	0.172
6758	0.011	0.339	0.116
6761	0.571	0.182	0.178
6762	0.838	1.128	0.004
6763	0.569	0.882	0.045
6766	1.226	1	0.144
6768	0.04	0.512	0.388
6771	0.18	0.847	0.108
6772	0.413	0.405	0.716
6773	0.066	0.377	0.515
6774	0.844	0.483	1.656
6775	0.344	0.317	0.057
6776	0.072	0.189	0.832
6778	0.263	0.701	0.001
6780	0.047	0.091	0.067
6782	0.03	0.272	0.426
6783	0.179	0.059	1.207
6784	1.054	1.345	0.671
6785	0.073	0.25	0.236
6786	0.065	0.028	0.288
6789	1.572	4.149	0.937
6791	0.095	0.665	0.191
6794	0.562	1.332	0.304
6795	0.197	0.27	0.645
6796	0.428	1.17	0.589
6797	0.203	0.25	0.807
6798	1.309	1.984	0.099
6800	0.013	0.069	0.103
6801	1.26	2.052	0.415
6803	1.356	1.195	0.13
6804	0.328	0.334	0.309
6805	0.367	0.646	0.407
6806	1.622	1.614	0.972
6808	0.522	1.239	0.24
6809	0.383	0.001	0.497
6811	0.82	1.716	0.31
6812	0.358	0.616	0.125
6814	0.632	0.043	0.274
6815	0.043	0.47	0.195
6816	0.278	1.009	0.137
6817	0.296	0.278	0.038
6819	0.517	0.888	0.353
6820	1.581	1.154	2.228
6821	0.32	0.878	0.563
6822	1.05	1.766	0.24
6825	0.258	0.069	0.119
6831	0.561	1.886	0.685
6832	0.776	0.5	0.188
6833	0.109	0.004	1.178
6834	0.038	0.119	0.118
6835	1.279	0.843	1.558
6836	0.498	0.184	0.328
6839	0.068	0.341	0.131
6841	0.241	0.278	0.405
6844	0.366	0.959	0.137
6846	0.728	0.067	0.66
6847	0.49	0.992	0.091
6848	0.24	0.006	1.554
6849	0.322	0.449	1.02
6850	1.396	0.877	0.392
6851	0.246	0.505	0.128
6852	0.136	0.766	0.195
6853	0.062	0.041	0.23
6854	0.157	0.204	0.793
6855	0.01	0.201	0.814
6856	0.047	0.077	0.301
6858	0.445	0.468	0.817
6859	0.362	0.881	0.705
6864	0.733	0.077	0.121
6865	0.561	0.656	1.76
6866	0.601	0.337	0.797
6867	0.998	1.094	0.599
6868	0.094	0.148	0.271
6869	0.38	0.554	0.361
6870	0.192	0.192	0.796
6871	0.015	0.435	0.103
6872	0.735	0.499	0.117
6873	0.258	0.233	0.199
6875	0.021	0.467	0.146
6876	0.024	0.199	0.878
6879	0.443	0.55	0.156
6880	0.144	0.011	0.284
6881	0.053	0.069	0.282
6883	0.299	0.295	0.088
6884	0.012	0.015	0.146
6885	0.297	0.474	1.613
6886	0.033	0.677	0.126
6887	0.637	0.851	0.621
6888	0.432	0.081	0.609
6889	0.135	0.507	0.012
6890	0.032	0.102	0.492
6893	0.051	0.461	0.265
6896	0.052	0.779	0.034
6897	0.041	0.392	1.035
6898	3.453	3.329	0.019
6899	0.795	1.881	0.237
6903	0.035	0.197	0.071
6904	0.189	0.377	0.998
6905	0.647	0.365	0.034
6906	0.483	0.126	0.279
6907	0.127	0.028	0.808
6908	0.33	0.264	0.107
6909	0.506	0.605	0.968
6910	0.486	1.162	0.762
6912	0.459	0.956	0.336
6913	0.7	0.915	0.277
6914	0.036	0.062	0.003
6917	0.167	0.111	0.986
6918	0.54	0.683	0.112
6919	0.67	1.509	0.044
6920	1.392	1.548	0.612
6921	0.403	0.102	0.016
6924	0.675	1.179	0.581
6926	0.219	0.102	0.368
6929	0.37	0.311	0.153
6931	0.187	0.165	0.016
6933	0.159	0.706	0.309
6934	0.487	0.228	0.654
6935	0.474	0.957	0.027
6936	0.071	0.525	0.036
6937	0.026	0.132	1.384
6939	0.935	1.281	0.009
6941	0.017	0.151	0.563
6943	0.035	0.578	0.9
6945	0.572	0.617	0.288
6946	0.928	1.134	0.782
6947	0.303	0.1	0.623
6948	0.775	0.546	0.098
6949	0.364	0.352	0.442
6950	0.405	0.051	0.801
6952	0.67	1.753	0.7
6953	0.036	0.249	0.042
6954	0.672	0.646	0.527
6955	0.43	0.199	1.011
6956	0.413	0.28	0.736
6957	0.047	0.32	0.154
6958	0.437	0.457	0.046
6959	0.136	0.256	0.89
6960	0.032	0.492	0.64
6961	0.009	0.254	0.032
6962	0.07	0.089	0.003
6964	0.387	0.65	0.173
6965	0.362	0.049	0.034
6966	0.395	0.357	0.265
6967	0.023	0.136	0.353
6970	0.273	0.151	0.49
6971	1.063	0.35	0.199
6974	0.261	0.211	0.38
6976	0.097	0.632	0.03
6977	0.394	0.494	1.336
6983	0.16	0.292	0.91
6984	0.619	1.446	0.307
6985	0.465	1.241	0.968
6986	0.359	1.007	0.496
6987	0.292	0.522	0.268
6988	0.256	0.137	0.294
6990	0.574	1.205	0.537
6993	1.018	1.6	1.243
6995	0.023	0.084	0.58
6996	0.215	0.427	0.871
6997	0.889	1.148	0.133
6999	0.692	0.797	0.217
7000	0.641	1.489	0.226
7002	0.428	0.018	1.123
7003	0.577	0.192	0.141
7004	0.015	0.139	1.815
7005	0.027	0.057	0.222
7006	0.499	0.419	1.305
7007	0.381	0.07	1.893
7008	0.116	0.228	1.773
7009	0.492	0.293	0.109
7010	1.334	1.307	1.753
7011	0.964	0.506	0.435
7012	0.632	0.083	0.497
7013	0.103	0.038	0.947
7014	0.144	0.022	0.368
7015	1.12	1.324	0.646
7016	1.104	2.901	0.821
7018	0.182	1.08	1.624
7019	0.56	0.948	0.011
7020	0.148	0.326	0.381
7021	1.976	1.334	0.115
7022	0.608	1.152	0.057
7023	0.076	0.155	0.138
7025	0.058	0.298	1.823
7026	0.488	0.738	0.546
7027	0.212	0.066	1.315
7029	0.7	0.039	1.396
7030	0.141	0.666	0.247
7032	1.211	0.631	0.188
7033	0.233	0.08	0.011
7034	0.429	0.731	1.96
7039	0.035	0.47	0.475
7041	0.367	0.487	0.932
7043	0.127	0.199	0.08
7044	0.372	0.331	0.42
7045	0.367	0.343	0.156
7046	0.248	0.035	0.066
7047	0.422	0.305	1.838
7048	0.039	0.038	1.115
7049	0.71	0.827	1.201
7051	0.074	0	1.217
7053	0.431	0.05	1.084
7056	0.491	0.471	2.291
7058	0.065	0.095	0.208
7059	0.239	0.3	0.073
7060	0.12	0.09	0.031
7062	0.346	0.386	0.922
7063	0.29	0.424	1.036
7066	0.04	0.756	0.176
7067	0.542	0.549	0.758
7068	1.104	0.888	1.073
7069	0.644	0.983	1.975
7072	1.252	1.107	1.165
7073	0.02	0.398	0.016
7074	0.164	0.322	0.778
7075	0.163	0.755	0.249
7077	0.042	0.317	0.099
7079	2.258	1.662	0.489
7081	0.727	0.983	0.044
7083	0.637	0.086	0.33
7084	0.169	0.132	0.866
7086	0.031	0.295	0.113
7087	1.707	1.804	0.111
7088	0.207	0.013	2.72
7089	0.019	0.689	0.295
7092	0.248	0.065	0.749
7093	0.184	0.396	0.214
7094	0.27	0.462	1.962
7095	0.019	0.074	0.614
7096	0.958	0.159	1.477
7099	0.008	0.178	0.49
7102	0.068	0.256	0.1
7107	1.688	2.007	0.137
7108	0.636	0.31	0.512
7110	0.342	0.652	0.451
7111	0.217	0.277	0.121
7112	0.458	0.115	1.834
7114	0.371	0.124	0.781
7115	0.189	0.271	1.092
7116	0.175	0.117	0.159
7118	0.408	0.463	0.122
7119	0.387	1.515	0.98
7120	0.064	0.001	0.24
7121	0.066	0.178	0.094
7123	0.274	0.759	0.264
7126	0.259	0.071	0.109
7127	0.489	1.703	0.218
7128	0.086	0.052	0.17
7132	1.428	1.098	0.289
7133	0.447	0.809	2.44
7135	0.171	0.264	0.896
7136	1.134	1.197	0.123
7137	0.556	0.402	1.113
7138	1.377	0.948	0.072
7139	0.432	0.077	0.796
7142	0.736	1.802	0.134
7144	0.232	0.88	0.183
7147	0.742	1.563	0.092
7149	0.034	0.393	0.405
7150	0.022	0.263	0.615
7151	0.308	0.833	0.512
7152	1.662	2.577	0.25
7156	0.407	0.465	0.279
7158	0.671	1.125	0.318
7159	0.603	0.182	0.806
7160	0.023	0.122	0.146
7162	0.22	0.184	0.502
7164	0.306	0.423	1.807
7165	0.007	0.041	0.422
7167	0.005	0.643	0.128
7169	0.123	0.252	1.161
7170	0.09	0.157	0.089
7171	0.419	0.238	0.021
7172	0.795	1.234	0.013
7173	0.84	0.429	0.36
7174	0.738	0.062	0.823
7175	0.171	0.222	0.031
7176	0.187	0.286	0.817
7178	0.267	0.257	0.716
7179	0.061	1.294	0.235
7180	0.312	0.451	0.428
7181	0.284	0.76	0.223
7182	0.31	0.066	1.182
7184	0.434	0.535	0.372
7185	0.329	0.483	1.484
7186	0.252	0.144	0.159
7187	0.175	0.001	0.003
7188	0.559	0.492	0.032
7190	0.313	0.764	0.085
7191	0.667	1.411	0.863
7192	0.453	0.609	0.099
7193	0.112	0.047	0.581
7194	0.492	0.224	0.848
7196	0.066	0.099	0.751
7198	0.759	0.685	0.004
7199	0.113	0.068	0.181
7200	0.438	0.256	1.237
7201	0.202	0.927	0.155
7202	0.268	0.213	0.009
7203	1.219	1.059	0.034
7204	0.109	0.257	0.549
7205	0.435	0.233	0.48
7207	0.066	0.104	0.055
7210	0.036	0.166	0.076
7213	0.069	0.034	0.264
7214	0.829	0.525	2.152
7215	0.071	0.115	0.051
7216	0.123	0.002	0.028
7217	0.051	0.024	1.345
7218	0.168	0.164	0.139
7219	0.135	0.051	1.814
7220	0.02	0.755	0.224
7221	1.407	0.994	2.134
7224	0.077	1.059	0.016
7225	0.224	0.491	0.261
7226	0.396	0.789	0.606
7228	0.622	0.396	0.97
7229	1.154	1.806	0.163
7230	0.195	0.216	0.292
7231	0.967	0.493	1.24
7232	0.592	1.019	0.404
7235	0.209	0.388	0.191
7236	1.147	1.27	1.289
7237	0.662	0.588	0.355
7240	0.189	0.121	0.527
7241	0.278	0.241	0.12
7242	0.141	0.046	0.187
7243	1.436	0.829	1.838
7247	0.169	0.975	0.396
7248	0.035	0.744	0.888
7249	0.843	1.187	0.018
7250	0.118	0.216	1.212
7251	0.68	0.718	0.347
7252	0.465	0.183	1.762
7253	0.318	0.316	0.968
7254	0.086	0.178	0.128
7255	0.984	0.296	0.66
7257	0.395	0.673	0.117
7260	0.086	0.485	0.208
7261	0.451	0.5	0.402
7262	0.64	1.159	0.078
7263	0.016	0.112	0.556
7264	0.344	0.195	0.349
7266	1.293	0.426	0.755
7267	0.67	0.835	2.058
7268	0.532	0.194	0.568
7269	1.881	2.483	0.209
7270	0.48	0.154	0.005
7272	0.826	0.472	0.983
7273	0.249	0.007	0.638
7274	0.109	0.76	0.848
7276	1.836	2.227	1.028
7277	1.114	0.476	1.738
7278	0.183	0.149	0.921
7279	0.021	0.212	0.457
7280	0.013	0.047	0.393
7282	0.064	0.096	0.263
7283	0.118	0.215	0.254
7285	0.451	0.069	0.632
7286	0.487	0.519	0.224
7287	0.789	0.452	2.314
7288	1.672	1.385	0.489
7291	0.052	0.015	0.498
7292	0.638	0.433	0.375
7293	0.046	0.684	0.654
7294	0.241	0.138	0.256
7295	0.359	0.098	0.54
7296	0.319	0.185	0.881
7297	0.787	0.444	0.475
7298	0.515	0.002	0.173
7302	0.61	0.118	0.193
7303	0.203	0.056	0.071
7305	0.069	0.209	0.71
7308	1.18	0.991	0.861
7309	0.078	0.038	0.519
7311	0.188	0.038	0.701
7312	0.258	0.248	0.623
7314	0.873	0.305	0.155
7315	0.23	0.19	0.02
7316	0.364	0.004	1.043
7317	1.473	2.385	0.644
7320	0.483	0.141	0.536
7323	0.044	0.015	0.034
7324	0.097	0.302	1.003
7326	1.399	1.917	0.127
7327	0.083	0.258	0.995
7331	0.261	0.115	0.011
7335	0.404	0.066	1.351
7337	0.436	0.702	0.268
7338	0.599	0.872	1.974
7342	0.252	0.177	0.504
7346	0.107	0.041	0.216
7347	0.933	1.552	1.048
7349	0.084	0.033	0.005
7351	2.403	1.431	0.782
7352	0.446	0.866	0.357
7357	0.831	0.576	1.852
7358	0.104	0.338	0.676
7359	0	0.134	0.529
7360	0.082	0.24	1.274
7365	0.217	0.207	0.492
7366	0.078	0.267	1.361
7368	0.299	0.533	0.32
7369	0.507	0.291	0.661
7373	0.971	1.039	0.366
7374	0.009	0.196	1.075
7376	0.301	0.709	0.125
7383	0.094	0.235	0.185
7384	1.221	1.57	0.347
7386	0	0.172	0.26
7387	0.25	0.072	0.003
7388	0.542	0.793	0.185
7389	1.508	1.972	0.095
7390	2.144	1.711	0.921
7391	1.182	1.191	0.044
7393	0.552	0.752	0.406
7394	0.751	0.222	0.069
7395	0.966	0.325	0.991
7397	0.047	0.099	0.2
7398	1.348	1.033	0.764
7399	0.212	0.182	0.078
7400	0.175	0.172	0.54
7401	0.735	0.676	0.399
7402	0.808	0.418	0.007
7403	0.092	0.019	0.624
7404	0.405	0.546	0.029
7405	1.236	1.483	0.153
7406	0.035	0.514	0.058
7407	0.44	0.69	0.269
7408	0.772	0.23	0.09
7409	0.057	0.261	0.901
7410	1.149	1.363	0.268
7411	0.423	0.766	1.132
7412	0.623	0.551	0.018
7414	0.372	0.292	0.869
7415	0.746	1.06	0.222
7416	0.112	0.16	0.128
7417	0.455	0.244	0.634
7418	0.021	0.053	0.35
7419	1.931	2.172	0.086
7420	0.853	0.778	1.076
7421	0.113	0.023	0.113
7422	0.477	0.035	0.765
7423	0.61	0.739	0.792
7424	0.153	0.187	0.042
7425	0.322	0.006	0.382
7426	0.07	0.019	0.847
7427	0.711	0.584	1.18
7428	0.153	0.309	0.172
7430	0.388	0.205	0.22
7431	0.28	0.424	0.289
7432	0.18	0.078	0.329
7433	0.822	0.516	0.422
7434	0.94	0.569	0.451
7435	0.488	0.512	1.127
7436	0.004	0.086	0.019
7437	0.904	0.399	0.023
7438	0.716	0.704	0.543
7440	0.171	0.356	0.73
7441	0.193	0.28	0.488
7442	0.037	0.014	0.329
7444	0.829	1.737	0.506
7445	0.79	0.693	0.743
7446	0.806	0.906	0.808
7447	0.103	0.162	0.363
7448	0.416	0.828	0.215
7449	0.149	0.064	0.064
7450	0.988	0.554	0.091
7452	0.016	0.442	0.072
7454	0.525	0.54	0.999
7455	0.087	0.106	0.022
7459	1.256	1.355	0.164
7460	1.288	1.283	1.797
7463	0.01	0.2	1.571
7464	0.325	0.257	0.02
7465	0.092	0.103	0.79
7466	0.077	0.113	0.222
7468	0.281	0.033	0.023
7469	0.469	0.829	0.696
7470	0.569	0.207	0.869
7471	0.163	0.06	0.596
7472	0.238	0.05	0.176
7473	1.612	2.163	0.109
7474	0.053	0.177	1.229
7476	0.233	0.554	0.197
7477	0.309	0.113	2.489
7478	0.219	1.355	0.208
7479	0.087	0.21	0.747
7480	0.563	1.669	0.7
7481	2.001	1.843	0.333
7482	0.206	0.068	0.026
7483	0.284	0.264	0.318
7484	1.063	1.069	0.175
7485	0.077	0.041	0.884
7486	0.14	0.509	0.504
7487	0.41	0.008	0.471
7488	0.049	0.169	0.543
7489	0.01	0.064	0.289
7490	1.655	1.72	0.758
7491	0.325	0.012	0.131
7492	0.01	0.114	0.265
7493	0.279	0.275	0.029
7494	0.333	0.005	1.412
7495	0.01	0.276	1.07
7496	0.453	0.476	0.167
7497	0.017	0.632	0.003
7498	0.037	0.046	0.153
7499	0.981	0.315	0.688
7500	0.105	0.096	0.327
7501	1.017	0.047	0.767
7502	0.009	0.394	1.089
7504	1.496	0.691	0.08
7505	0.06	0.152	1.024
7506	0.07	0.352	0.07
7508	0.382	0.261	0.244
7509	0.146	0.11	1.002
7511	1.141	1.288	0.164
7512	0.463	0.668	0.584
7514	0.776	0.081	0.69
7515	1.082	1.589	0.22
7516	0.33	0.139	0.408
7517	0.127	0.425	0.349
7521	0.657	0.326	0.214
7523	0.554	0.806	0.082
7529	0.617	0.005	1.291
7533	0.04	0.175	0.23
