Row_ID	p_volcano|groups|oily-norm	p_volcano|base|sebum	p_volcano|base|skicon
3818	0.076	0.022	0.013
3819	0.571	0.284	0.029
3822	0.176	0.081	2.268
3823	0.235	0.581	0.756
3826	0.137	0.625	0.974
3828	0.685	0.256	1.964
3830	0.146	0.038	0.4
3833	0.549	0.057	0.568
3834	0.388	0.119	0.256
3838	1.354	0.419	0.651
3841	0.646	0.266	0.966
3844	0.252	0.059	0.086
3847	0.477	0.124	0.554
3848	0.657	0.745	0.423
3849	0.147	0.158	0.423
3850	1.171	0.985	1.036
3851	0.518	0.193	0.873
3852	0.078	0.385	0.514
3853	0.352	0.18	0.09
3854	0.156	0.051	0.597
3855	0.08	0.814	0.526
3856	0.189	0.099	0.209
3857	0.043	0.044	0.449
3858	0.027	0.241	0.194
3859	0.579	0.479	0.219
3860	0.525	1.025	0.21
3861	0.108	0.029	0.109
3862	0.443	0.735	0.353
3863	0.388	0.886	0.144
3864	0.193	0.018	0.331
3865	0.398	0.474	0.822
3866	0.319	0.425	0.093
3868	0.013	0.222	0.675
3869	0.107	0.608	0.173
3870	0.081	0.079	0.287
3871	0.258	0.036	0.353
3873	0.349	0.286	1.499
3874	0.288	0.075	0.534
3876	0.249	0.034	0.494
3877	0.23	0.061	0.404
3878	0.194	0.108	0.054
3879	0.025	0.135	0.192
3880	0.367	0.595	1.356
3881	0.261	0.485	0.202
3882	0.88	0.731	0.757
3883	0.587	0.773	4.035
3884	0.262	0.302	0.5
3885	0.011	0.189	0.612
3886	0.153	0.608	0.052
3888	0.673	0.839	0.039
3889	0.022	0.052	2.051
3890	0.109	0.02	0.277
3893	1.27	1.441	1.899
3894	0.075	0.035	0.158
3895	0.718	0.098	0.652
3896	0.564	0.876	0.464
3897	0.425	0.631	0.341
3899	0.067	0.008	0.417
3900	0.079	0.043	1.007
3903	0.133	0.031	0.017
3904	0.278	0.014	0.06
3905	0.108	0.003	0.534
3906	0.322	0.051	0.145
3907	0.214	0.039	0.547
3908	0.25	0.318	1.342
3909	0.038	0.386	0.459
3910	0.1	0.052	0.143
3911	0.345	0.894	0.067
3912	0.703	0.626	0.877
3913	0.158	0.08	0.067
3914	0.245	0.262	0.444
3915	0.225	0.184	0.131
3916	0.374	0.406	0.522
3917	0.172	0.16	0.288
3918	1.278	1.463	0.078
3919	0.439	0.106	0.379
3920	0.107	0.035	0.692
3921	0.727	0.47	1.258
3923	0.678	0.724	1.643
3924	0.879	0.141	0.299
3925	0.296	0.324	1.048
3927	0.399	0.076	0.323
3929	0.302	0.526	0.246
3930	0.038	0.13	0.341
3932	0.277	0.412	0.201
3933	0.481	0.668	0.257
3934	1.08	1.287	0.12
3936	0.212	0.18	0.628
3937	0.119	0.46	0.187
3938	0.553	0.562	1.296
3940	0.937	0.198	1.103
3941	0.577	0.254	0.963
3942	0.497	0.625	1.555
3943	0.046	0.248	0.728
3944	0.577	0.482	0.225
3945	0.621	0.965	0.346
3946	0.344	0.627	0.514
3947	0.851	0.591	0.804
3948	0.336	0.402	0.357
3949	0.14	0.02	0.38
3951	0.031	0.988	0.057
3952	0.577	1.042	0.12
3953	0.36	0.337	1.194
3954	0.284	0.503	0.936
3955	0.154	0.737	0.365
3957	0.223	0.666	1.424
3958	0.32	0.115	0.184
3959	0.681	1.042	2.233
3960	0.077	0.254	1.268
3961	1.583	1.514	1.177
3962	0.227	0.291	0.072
3963	0.056	0.153	0.875
3964	0.121	0.375	0.522
3965	0.298	0.786	0.168
3966	0.982	0.63	0.532
3967	0.705	0.95	1.737
3968	0.03	0.15	0.802
3969	0.481	0.601	1.203
3970	0.502	0.344	0.873
3971	0.05	0.085	0.525
3972	0.014	0.241	0.574
3973	0.027	0.244	0.214
3974	0.136	0.575	0.154
3975	0.131	0.202	0.398
3977	0.01	0.001	0.823
3979	0.442	0.625	0.053
3980	1.353	1.178	0.477
3981	0.204	0.347	0.776
3982	0.014	0.292	0.192
3983	0.009	0.032	0.114
3984	0.468	0.511	0.461
3985	0.595	0.506	0.532
3986	0.061	0.041	0.207
3987	1.089	0.94	0.262
3988	0.021	0.246	0.697
3989	0.078	0.102	0.342
3990	0.657	0.58	0.065
3991	0.349	0.056	0.024
3992	0.123	0.448	1.699
3993	1.397	1.732	0.566
3996	1.192	0.898	0.51
3997	2.202	1.681	0.395
3998	0.308	0.174	0.371
3999	0.195	0.273	0.547
4000	0.098	0.031	0.078
4001	0.033	0.293	0.767
4002	0.126	0.089	0.78
4003	0.34	0.204	0.706
4005	0.676	0.274	0.481
4006	0.082	0.138	0.87
4008	0.281	0.495	1.288
4009	0.179	0.542	0.878
4010	0.056	0.195	0.151
4011	0.937	0.446	0.39
4012	0.583	1.004	1.409
4013	0.002	0.056	0.515
4014	0.352	0.793	0.744
4015	0.158	0.46	1.374
4016	0.995	1.177	1.147
4017	0.186	0.033	0.185
4018	0.036	0.035	0.161
4019	0.441	0.44	0.478
4020	0.495	0.226	0.029
4021	0.324	1.173	0.004
4022	0.082	0.372	0.022
4024	0.148	0.46	1.082
4025	0.182	0.194	0.655
4026	0.016	0.392	1.069
4027	0.21	0.244	0.751
4030	0.883	0.209	1.896
4031	0.009	0.279	0.374
4033	0.02	0.038	0.447
4034	0.027	0.77	0.208
4035	0.364	1.07	0.371
4036	0.162	0.318	0.354
4037	0.127	0.107	1.487
4038	0.395	0.227	0.067
4039	0.911	0.957	3.616
4040	0.055	0.358	0.727
4041	0.104	0.186	0.283
4042	0.479	0.531	0.376
4043	1.302	0.419	0.005
4044	0.179	0.285	0.703
4045	0.101	0.218	0.302
4046	0.088	0.205	0.095
4047	0.363	0.421	0.039
4048	0.109	0.106	0.786
4050	0.539	0.794	0.245
4051	0.387	0.292	0.066
4052	0.252	0.65	1.06
4053	1.333	1.107	0.84
4054	1.036	1.254	1.421
4056	0.283	0.027	1.531
4057	0.256	0.626	1.041
4058	0.376	0.937	1.432
4059	0.549	1.149	0.397
4060	1.337	1.313	0.246
4061	1.304	1.085	0.839
4062	1.773	2.014	0.761
4063	0.623	0.955	0.175
4067	0.465	0.438	0.132
4068	0.593	0.246	0.756
4070	0.344	0.063	0.147
4072	0.675	0.349	0.324
4073	0.003	0.301	0.126
4074	0.373	0.223	2.496
4075	0.176	0.045	0.689
4076	1.03	0.897	0.473
4077	0.209	0.498	1.105
4078	0.005	0.133	0.574
4079	0.942	0.954	0.72
4080	2.002	2.058	2.16
4081	0.562	0.115	2.5
4082	0.426	0.282	0.443
4083	0.601	0.504	1.632
4084	0.199	0.933	1.171
4085	1.013	0.871	0.261
4086	1.033	0.763	0.635
4087	0.144	0.296	0.699
4088	0.461	0.556	0.502
4090	0.126	0.048	0.582
4092	0.26	0.011	0.736
4093	0.201	0.729	0.333
4094	0.058	0.074	0.06
4095	0.721	0.805	0.725
4096	0.367	0.736	0.922
4097	1.064	0.668	1.748
4098	0.904	1.024	0.447
4099	0.19	0.082	0.774
4100	0.506	0.635	0.714
4102	1.152	1.359	0.067
4103	0.927	0.092	0.443
4105	0.239	0.418	0.729
4106	0.018	0.673	0.408
4107	0.582	0.774	0.256
4108	0.025	0.364	0.677
4109	0.31	0.597	0.431
4110	0.573	0.161	0.165
4111	0.232	0.122	1.061
4112	0.024	0.042	0.616
4113	0.113	0.572	0.25
4114	0.035	0.031	2.201
4115	0.642	1.166	1.389
4117	0.338	0.23	1.264
4118	0.554	0.53	0.119
4120	0.214	0.441	0.896
4121	1.801	1.901	1.651
4122	0.408	0.784	0.061
4123	0.37	0.913	0.973
4124	0.088	0.268	1.68
4125	0.437	0.62	0.133
4126	0.004	0.11	0.193
4127	0.01	0.041	0.242
4128	0.173	0.076	0.835
4129	0.358	0.6	1.075
4130	0.15	0.023	0.743
4131	0.017	0.35	0.25
4132	0.605	0.887	0.873
4134	0.558	0.285	0.428
4135	0.623	0.013	0.354
4136	0.429	0.005	0.928
4137	0.067	0.193	1.078
4138	0.045	0.073	0.768
4139	0.037	0.419	1.039
4140	0.026	0.012	0.107
4141	0.057	0.271	1.222
4142	0.696	0.866	0.855
4143	1.469	1.802	0.039
4144	0.471	0.033	0.925
4146	0.306	0.144	0.415
4147	0.05	0.062	0.939
4148	0.233	0.168	0.005
4149	0.752	0.845	0.254
4150	0.054	0.345	0.266
4152	1.205	1.473	0.779
4154	0.548	0.614	0.23
4155	0.033	0.117	0.183
4156	0.037	0.125	0.114
4157	0.425	0.223	0.317
4158	0.095	0.139	0.223
4159	0.074	0.364	0.222
4160	0.015	0.382	0.062
4161	0.386	0.954	0.801
4163	0.272	0.512	0.473
4165	0.241	0.134	1.344
4166	1.008	0.899	0.212
4167	0.07	0.143	1.658
4168	0.476	0.113	0.906
4170	0.125	0.605	0.786
4171	0.348	0.318	0.335
4174	0.325	0.719	0.102
4175	0.26	0.806	0.386
4177	0.228	0.794	1.131
4178	1.034	0.323	0.69
4179	0.209	0.049	0.271
4181	0.412	0.295	2.088
4183	0.54	0.484	1.06
4186	0.606	0.615	0.86
4187	0.362	0.295	0.104
4188	1.52	0.488	0.402
4189	0.03	0.022	0.161
4190	0.148	0.023	0.256
4192	0.461	0.294	1.209
4193	0.165	0.033	0.979
4194	0.103	0.808	0.194
4195	0.251	0.552	0.828
4196	0.126	0.257	0.219
4197	0.817	0.891	0.438
4198	0.014	0.178	0.521
4200	0.015	0.228	0.319
4201	0.955	1.579	1.865
4202	0.285	0.008	1.785
4203	2.859	3.358	0.139
4204	0.573	0.297	0.038
4205	0.351	0.779	0.211
4206	0.208	0.379	0.751
4208	0.088	0.728	0.814
4209	0.523	0.414	1.621
4210	0.992	1.735	0.26
4212	0.241	0.037	0.255
4213	0.904	0.76	0.306
4214	0.021	0.319	0.687
4215	0.185	0.513	0.545
4216	0.059	0.071	1.788
4217	0.622	0.675	1.647
4218	0.003	0.242	0.647
4219	0.133	0.406	0.289
4220	0.808	0.775	0.691
4221	0.765	0.493	0.092
4222	1.39	1.174	1.23
4223	2.473	1.56	0.161
4224	0.165	0.212	0.446
4225	0.674	0.945	0.066
4227	0.121	0.078	0.13
4228	0.161	0.367	0.095
4229	0.956	0.35	0.015
4230	0.022	0.028	0.097
4231	0.596	0.768	0.371
4232	0.089	0.086	0.701
4233	1.697	1.266	0.031
4234	0.025	0.029	1.106
4235	0.364	0.067	0.421
4236	0.137	0.083	0.123
4237	1.369	0.926	0.126
4238	0.215	0.022	1.286
4239	0.718	0.381	0.506
4241	0.096	0.89	0.754
4242	0.129	0.125	0.06
4245	0.721	1.819	0.57
4246	1.095	0.772	1.691
4247	0.894	0.428	0.005
4248	0.034	0.202	0.154
4249	0.243	0.336	0.052
4251	0.325	0.201	1.19
4253	1.16	0.696	0.385
4254	0.084	0.136	0.218
4255	0.644	1.154	1.156
4256	0.252	0.298	0.043
4257	1.867	1.426	2.146
4258	0.144	0.107	0.104
4260	0.019	0.162	0.348
4261	0.449	0.366	1.324
4262	0.559	0.355	1.014
4263	0.149	0.44	1.376
4265	1.081	1.355	0.708
4266	0.121	0.043	0.234
4267	0.52	0.279	0.492
4268	0.069	0.226	0.007
4269	0.701	0.542	2.051
4270	1.361	1.699	2.918
4273	0.444	0.106	0.996
4275	0.141	0.016	0.866
4276	0.499	0.228	0.166
4279	0.055	0.434	0.242
4280	0.197	0.054	1.012
4281	0.783	0.252	0.263
4282	0.026	0.211	1.271
4283	0.794	0.341	2.172
4285	0.207	0.26	0.721
4286	0.913	0.529	0.166
4287	0.179	0.093	0.705
4288	0.186	0.549	0.691
4289	0.453	0.347	1.362
4293	0.109	0.021	0.356
4296	0.512	0.684	0.071
4299	0.82	0.522	1.275
4301	0.59	1.08	1.525
4302	0.386	0.063	1.198
4306	0.599	0.078	1.733
4308	0.197	0.088	0.549
4310	0.644	0.41	0.996
4312	0.088	0.057	0.086
4313	1.653	1.807	0.282
4314	0.018	0.702	0.125
4318	1.155	0.916	1.087
4320	2.008	2.47	0.939
4322	0.358	0.001	0.108
4324	0.802	0.822	0.335
4328	1.695	0.459	1.218
4338	0.069	0.074	0.432
4341	0.694	0.735	0.576
4342	0.032	0.151	0.169
4343	0.626	0.515	0.393
4344	1.73	1.328	0.892
4345	0.007	0.1	0.269
4346	0.171	0.204	0.675
4347	0.977	0.665	0.221
4348	0.001	0.349	0.011
4349	0.026	0.352	0.716
4350	1.802	1.242	0.042
4351	0.032	0.164	0.928
4353	0.378	0.245	0.209
4354	0.593	0.697	0.608
4355	0.854	1.117	0.871
4356	0.491	0.709	1.288
4357	0.566	0.939	0.059
4358	0.027	0.266	0.541
4359	0.747	0.328	0.576
4360	0.816	0.88	0.252
4361	0.696	0.697	0.41
4362	0.703	0.663	0.123
4364	0.504	0.977	0.558
4365	0.075	0.102	0.929
4366	0.536	0.442	0.161
4367	0.136	0.082	0.594
4368	1.158	0.344	2.409
4369	0.116	0.668	0.337
4370	0.031	0.329	0.28
4371	0.345	0.614	0.248
4372	0.037	0.076	0.388
4373	0.144	0.082	0.892
4374	2.376	1.569	2.593
4375	0.147	0.042	0.472
4376	0.442	0.138	0.405
4377	0.548	0.079	0.022
4378	0.104	0.021	1.028
4379	1.311	1.212	0.128
4380	0.119	0.149	0.453
4381	0.291	0.234	0.341
4382	0.015	0.208	0.675
4383	0.011	0.128	0.124
4384	2.265	1.841	0.946
4385	0.176	0.279	0.011
4386	0.165	0.266	0.118
4387	2.065	1.39	1.94
4388	0.102	0.134	2.529
4389	0.418	0.335	0.481
4390	0.308	0.485	0.074
4391	0.054	0.089	0.257
4392	0.118	0.383	0.131
4393	1.382	1.493	1.574
4394	0.293	0.844	1.395
4395	0.481	0.2	0.087
4396	0.33	0.236	0.794
4397	1.636	0.33	0.36
4398	1.115	0.817	0.22
4399	0.037	0.098	0.057
4401	0.014	0.137	1.033
4402	0.278	0.099	0.393
4403	0.564	0.755	0.753
4405	2.253	1.757	0.034
4406	0.217	0.151	0.618
4407	1.125	0.705	2.434
4408	0.085	0.228	0.554
4409	0.162	0.207	0.867
4410	0.836	0.625	0.485
4411	1.985	1.555	1.833
4412	1.501	1.878	0.341
4413	0.02	0.085	0.31
4414	0.154	0.235	0.282
4415	0.601	0.144	0.21
4416	0.51	0.298	0.786
4417	0.577	0.305	1.118
4418	1.146	1.591	0.053
4419	0.421	0.204	0.887
4420	0.34	0.312	0.226
4421	0.167	0.064	0.377
4422	0.647	0.008	0.57
4423	1.343	1.037	1.186
4424	0.182	0.421	0.125
4425	0.934	0.746	0.823
4426	0.112	0.289	0.029
4427	1.11	0.36	1.458
4428	0.059	0.009	0.234
4429	0.445	0.189	0.6
4430	0.068	0.015	0.226
4431	0.766	0.184	0.093
4432	0.143	0.408	0.905
4433	0.194	0.904	0.878
4434	0.411	0.721	0.469
4435	0.829	1.208	0.351
4436	0.117	0.027	0.581
4437	0.553	0.591	0.796
4438	0.307	0.259	0.08
4439	0.055	0.062	0.124
4440	0.002	0.208	0.208
4441	0.141	0.238	0.247
4442	0.254	0.293	0.983
4443	0.323	0.041	0.342
4444	0.216	0.145	0.832
4445	0.114	0.05	0.157
4446	0.026	0.408	0.02
4447	0.416	0.387	0.18
4448	0.256	0.538	0.517
4449	0.071	0.271	0.464
4450	0.365	0.673	0.132
4451	0.261	0.326	0.586
4452	0.561	0.719	0.116
4453	0.387	0.346	1.17
4454	0.332	0.11	0.086
4455	0.682	1.082	0.137
4456	0.254	0.409	0.161
4457	0.294	0.162	0.693
4458	0.575	1.045	0.053
4459	0.179	0.02	0.274
4460	0.175	0.628	0.099
4462	0.02	0.187	0.086
4463	0.678	0.567	0.99
4464	0.646	0.789	0.924
4465	0.3	0.323	0.057
4467	0.668	0.317	0.502
4468	1.9	2.281	1.12
4469	0.309	0.285	1.244
4470	1.261	0.256	1.15
4471	0.392	0.341	0.918
4472	0.57	0.095	0.319
4473	0.042	0.037	0.07
4474	0.386	0.347	1.352
4475	0.187	0.236	0.126
4476	0.899	0.025	1.003
4477	0.566	0.708	0.082
4478	0.488	0.287	0.417
4480	0.642	0.517	1.526
4481	0.203	0.051	0.137
4482	0.253	0.591	0.84
4483	0.518	0.453	2.212
4484	0.105	0.353	0.139
4485	0.679	0.687	0.313
4486	0.06	0.01	0.24
4487	0.923	0.721	0.699
4488	0.964	0.382	0.697
4489	0.799	1.266	0.582
4490	0.395	0.085	0.146
4492	0.101	0.174	0.112
4493	0.023	0.036	1.026
4495	0.007	0.089	0.016
4496	0.362	0.03	0.279
4497	0.514	0.681	1.07
4498	0.519	0.345	0.185
4499	2.016	2.114	1.207
4500	0.01	0.188	0.024
4501	0.291	0.017	1.566
4502	0.382	0.286	0.525
4503	0.299	0.67	0.263
4504	0.666	0.682	0.559
4505	0.04	0.105	0.094
4506	0.357	0.03	0.252
4507	0.736	0.285	1.483
4508	0.325	0.402	1.833
4509	0.131	0.031	0.105
4510	0.086	0.167	0.908
4511	0.346	0.342	1.443
4512	0.568	0.363	0.287
4513	0.116	0.271	0.422
4514	0.141	0.521	0.488
4515	0.442	0.534	0.972
4516	0.151	0.004	0.105
4517	1.454	1.052	0.022
4518	0.644	0.84	0.137
4519	0.251	0.102	1.093
4520	0.327	0.492	0.607
4522	0.456	0.375	1.669
4523	0.509	0.196	0.329
4524	0.396	0.777	0.904
4525	0.109	0.14	0.308
4526	0.359	0.18	0.188
4528	0.091	0.047	1.53
4529	0.138	0.251	0.271
4530	0.341	0.935	0.04
4531	0.048	0.121	0.463
4532	0.464	0.351	0.332
4533	0.108	0.054	0.88
4536	0.804	0.612	1.222
4538	0.642	0.188	0.29
4539	0.544	0.552	0.357
4540	0.536	0.967	0.143
4541	0.002	0.006	0.097
4542	0.748	1.175	1.866
4543	0.004	0.007	1.935
4545	0.641	0.646	0.093
4546	0.829	0.735	0.135
4547	0.34	0.335	0.203
4548	1.744	2.074	2.219
4549	0.585	0.852	0.061
4550	1.768	1.729	2.251
4551	1.684	1.952	0.621
4552	0.092	0.011	1.079
4553	0.833	1.792	0.077
4554	0.117	0.328	0.023
4555	0.092	0.016	0.046
4556	0.363	0.707	1.222
4557	0.024	0.392	0.113
4558	0.13	0.165	4.411
4560	0.265	0.708	0.486
4562	0.915	0.699	0.981
4563	0.072	0.277	0.067
4564	0.169	0.052	0.039
4566	0.374	0.229	0.332
4567	0.55	0.326	0.458
4568	0.499	0.554	0.574
4569	0.467	0.762	0.039
4570	1.175	0.666	1.461
4571	0.394	0.563	0.008
4572	0.36	0.181	0.527
4573	0.644	0.863	0.757
4574	0.202	0.018	0.129
4575	0.161	0.084	0.061
4576	0.664	0.843	0.973
4577	0.262	0.379	0.077
4578	0.169	0.267	0.194
4579	0.25	0.035	1.063
4581	0.349	0.328	0.141
4582	0.198	0.191	0.022
4583	0.57	1.124	0.404
4584	0.101	0.196	0.114
4585	0.346	0.906	0.177
4586	0.539	0.688	0.068
4587	0.07	0.07	0.195
4588	0.256	0.058	0.18
4589	0.067	0.152	0.856
4591	0.826	0.41	0.235
4592	0.005	0.039	0.47
4593	0.958	0.566	0.515
4594	0.553	1.092	0.106
4596	0.157	0.019	0.781
4597	0.292	0.778	1.518
4598	0.566	0.738	0.881
4599	0.183	0.386	0.889
4600	0.066	0.197	0.256
4602	0.166	0.07	0.24
4603	0.141	0.207	0.146
4604	0.242	0.193	0.43
4605	0.384	0.244	0.31
4606	1.321	1.004	2.635
4607	0.259	0.019	0.825
4608	0.042	0.542	0.795
4609	0.391	0.49	0.46
4610	1.067	0.838	0.257
4611	1.302	0.536	0.005
4612	0.529	0.274	0.478
4613	0.79	0.962	0.166
4614	0.257	0.177	0.485
4615	0.01	0.028	0.335
4616	0.606	0.387	0.827
4617	0.244	0.245	0.048
4618	0.483	0.545	0.155
4619	0.132	0.039	0.39
4620	0.359	0.081	0.954
4621	0.309	0.11	0.036
4622	0.691	0.009	1.591
4623	0.049	0.386	0.716
4624	0.006	0.308	0.399
4625	0.378	1.473	0.32
4626	0.21	0.326	0.772
4627	0.214	0.364	0.121
4628	0.021	0.212	0.029
4630	0.015	0.15	0.001
4634	0.768	0.12	0.568
4635	0.173	0.209	0.362
4637	0.559	0.585	0.186
4638	0.123	0.244	2.155
4639	0.158	0.204	0.337
4641	0.057	0.08	0.318
4642	0.155	0.174	0.018
4644	0.013	0.084	1.122
4645	0.166	0.282	0.155
4646	0.357	0.113	1.131
4647	0.609	0.068	0.574
4650	0.819	0.576	0.557
4652	0.336	0.275	0.306
4653	0.199	0.171	0.018
4654	0.149	0.12	2.628
4655	0.159	0.082	0.14
4656	0.269	0.524	0.214
4658	0.154	0.331	1.636
4661	0.277	0.017	0.478
4662	1.944	1.3	0.287
4663	0.969	0.022	0.013
4664	1.415	1.203	0.164
4666	0.601	0.054	0.747
4667	0.641	0.231	0.335
4668	0.016	0.049	0.574
4669	1.113	0.301	0.88
4670	0.324	0.499	0.482
4672	0.711	0.329	0.149
4673	1.21	0.903	0.299
4674	0.335	1.034	1.499
4675	1.71	1.057	1.539
4676	1.168	0.581	1.182
4677	0.218	0.605	0.248
4679	0.344	0.45	0.218
4680	0.008	0.02	0.267
4682	1.558	0.524	0.007
4683	0.054	0.035	0.334
4684	0.817	0.242	0.685
4686	0.55	0.502	0.032
4687	0.546	0.91	0.56
4688	0.032	0.451	0.975
4690	2.456	1.877	1.477
4691	0.425	0.536	0.004
4692	0.199	0.608	0.741
4693	0.155	0.051	0.001
4694	0.04	0.181	0.1
4695	0.111	0.117	0.17
4701	0.161	0.475	0.143
4702	0.05	0.042	2.181
4703	0.434	0.493	0.719
4705	0.035	0.443	0.174
4708	0.147	0.318	0.545
4711	1.692	1.832	1.224
4713	0.822	0.48	2.671
4715	0.598	0.975	1.052
4716	0.773	0.755	0.643
4717	0.004	0.014	0.36
4720	0.647	0.49	2.398
4722	0.732	0.53	1.98
4724	0.105	0.095	1.006
4725	0.012	0.028	0.386
4729	0.978	1.064	1.187
4731	0.569	1.01	2.777
4733	0.132	0.106	0.177
4737	0.688	0.114	3.028
4739	0.619	0.815	0.661
4740	0.099	0.682	0.225
4741	0.587	0.077	0.637
4742	0.245	0.172	1.699
4743	0.228	0.083	1.822
4744	0.282	0.069	1.593
4745	0.13	0.025	0.128
4746	0.427	0.002	1.28
4747	0.029	0.056	0.014
4748	0.312	0.177	0.08
4749	0.175	0.301	1.318
4750	0.003	0.623	0.658
4751	0.277	0.511	0.14
4752	1.559	1.491	0.694
4753	0.214	0.709	0.255
4754	0.049	0.091	0.214
4755	1.016	0.795	0.697
4756	0.03	0.164	0.087
4757	0.194	0.037	0.584
4759	0.081	0.027	0.203
4760	0.265	0.808	0.098
4761	0.089	0.107	0.341
4762	0.091	0.532	0.533
4763	0.045	0.683	0.246
4764	0.216	0.304	0.514
4765	0.259	0.034	0.062
4766	0.295	0.12	0.666
4767	0.295	0.595	0.125
4768	0.608	0.761	0.093
4769	0.501	0.541	0.006
4770	1.286	0.475	2.522
4771	0.113	0.048	0.608
4772	1.627	1.137	0.014
4773	0.384	0.386	0.065
4774	1.405	0.628	1.371
4775	1.326	0.436	3.262
4776	0.148	0.169	0.144
4777	1.534	1.317	0.148
4778	0.117	0.672	0.494
4779	0.49	0.589	1.184
4780	0.555	0.034	0.232
4781	0.164	0.223	1.378
4782	0.434	0.18	0.185
4783	0.357	0.176	0.301
4784	0.424	0.819	0.328
4786	0.429	0.691	0.961
4787	0.085	0.149	0.319
4788	0.672	0.485	0.237
4789	0.026	0.507	0.345
4790	0.326	0.01	0.887
4791	0.301	0.051	0.498
4792	1.126	0.592	2.909
4793	0.213	1.399	0.354
4795	0.232	0.575	0.368
4796	0.271	0.375	2.024
4797	0.066	0.262	0.294
4798	0.236	0.294	0.093
4799	0.022	0.06	0.007
4801	0.047	0.117	0.133
4802	0.452	0.101	1.041
4803	0.016	0.111	0.972
4804	0.211	0.743	0.781
4805	0.047	0.652	0.984
4806	0.179	0.638	0.086
4807	0.451	0.185	0.513
4808	1.024	1.073	0.249
4809	0.263	0.079	0.091
4810	1.263	0.829	1.627
4811	0.279	0.155	0.598
4813	0.876	0.435	2.311
4815	0.372	0.021	0.507
4816	0.15	0	0.708
4817	0.352	0.118	0.596
4818	0.251	1.085	0.252
4819	0.273	0.171	0.642
4820	0.066	0.185	1.932
4821	0.015	0.214	0.445
4822	0.911	0.325	0.664
4823	0.729	0.731	1.544
4825	0.421	1.166	0.316
4827	1.158	0.372	1.251
4828	0.551	0.514	0.771
4829	0.063	0.007	0.173
4831	0.043	0.096	0.688
4832	1.201	0.362	0.374
4833	0.44	0.123	0.599
4834	1.329	1.444	0.422
4835	0.159	0.412	0.219
4836	0.032	0.263	0.117
4837	0.469	0.534	0.39
4838	0.493	0.226	0.014
4839	0.102	0.128	0.902
4840	0.105	0.033	0.306
4841	0.804	0.781	0.269
4842	0.409	0.506	0.161
4843	0.525	0.235	0.094
4844	0.015	0.089	0.429
4845	0.831	0.458	0.265
4847	0.799	1.048	1.409
4848	0.158	0.049	0.35
4849	0.359	0.4	0.169
4851	0.025	0.271	1.167
4852	0.613	0.709	0.679
4853	0.723	0.359	1.038
4854	0.363	0.818	0.406
4855	0.215	0.001	1.067
4856	0.136	0.104	1.227
4857	0.086	0.221	0.116
4859	0.294	0.093	0.102
4860	0.576	0.169	0.072
4862	0.562	0.017	1.368
4863	0.978	0.873	1.105
4864	0.015	0.158	0.277
4873	1.836	1.582	0.116
4874	1.03	1.07	0.25
4875	0.184	0.292	0.335
4876	0.411	0.772	0.425
4877	1.834	1.5	0.366
4880	0.078	0.729	0.143
4881	2.147	1.51	0.049
4882	1.151	0.833	0.005
4883	1.544	1.847	0.174
4884	0.143	0.223	0.172
4885	1.539	1.647	0.108
4887	0.547	0.825	0.464
4888	0.202	0.068	1.514
4889	0.335	1.243	0.846
4890	0.961	1.271	0.02
4891	0.277	0.384	0.416
4893	1.14	1.193	0.083
4895	0.226	0.497	0.037
4898	0.016	0.357	0.13
4901	1.729	1.003	0.041
4902	1.241	1.007	0.424
4906	0.621	0.061	0.079
4908	0.077	0.007	1.367
4909	0.704	0.202	1.93
4910	0.388	0.673	0.933
4911	0.833	0.231	1.491
4912	0.603	0.447	1.444
4913	0.016	0.049	0.395
4915	1.663	0.484	0.01
4916	0.238	0.001	0.329
4917	1.362	1.084	0.01
4918	2.253	1.24	1.855
4919	1.633	1.206	0.06
4920	0.677	0.21	1.887
4921	0.274	0.084	0.173
4922	1.082	0.445	0.042
4923	0.425	0.891	0.059
4924	1.462	0.704	3.411
4925	0.17	0.036	0.389
4926	2.148	1.685	2.014
4927	0.075	0.141	0.267
4928	0.239	0.76	0.549
4929	0.482	0.063	2.42
4930	0.324	0.729	0.594
4932	0.152	0.024	1.04
4933	0.19	0.768	0.582
4934	0.262	0.042	0.924
4935	0.344	0.1	0.121
4936	0.152	0.413	0.062
4937	2.377	1.667	3.474
4938	0.295	0.097	0.756
4939	0.302	1.046	0.02
4940	0.815	0.199	1.397
4942	0.01	0.149	0.35
4943	1.691	0.734	2.863
4944	0.245	0.307	0.737
4945	0.046	0.365	0.323
4946	0.518	0.759	0.367
4947	0.912	0.687	0.231
4948	0.782	0.94	0.62
4949	0.014	0.021	0.439
4950	0.076	0.157	0.927
4951	1.906	1.58	1.231
4952	1.47	0.953	0.256
4953	0.19	0.202	0.222
4954	1.242	1.268	0.075
4956	0.938	0.487	2.244
4957	1.537	0.719	0.362
4958	0.904	0.541	0.702
4959	0.516	0.109	0.222
4960	0.869	1.5	0.998
4962	0.476	0.812	0.228
4963	0.518	0.052	1.004
4964	1.46	1.127	0.683
4965	0.073	0.261	1.471
4966	1.438	0.418	4.861
4967	0.426	0.755	1.308
4968	0.403	0.171	0.123
4969	0.483	0.017	0.424
4970	0.281	0.063	0.982
4971	0.919	0.477	0.9
4972	0.527	0.447	0.385
4973	0.092	0.254	0.168
4974	0.137	0.002	0.682
4975	0.478	0.727	0.141
